AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
166.89,83.18,1103.68,1025.5,187.17,182.66,186.08,46.05,100.92,139.98,111.07,83.87,87.94,27.53,86.89,46.71,34.62,148.89,47.83,209.53,280000.01,1042.6,
168.11,84.05,1094.22,1025.58,188.61,178.92,184.81,46.54,101.59,139.93,110.98,83.53,88.8,27.87,86.51,47.1,34.21,148.25,47.46,211.1,283434,1042.97,
172.5,84.14,1111.6,1032.48,187.27,178.92,183.21,47.25,101.41,140.08,111.36,83.18,89.68,27.82,86.58,46.34,34.47,149.29,47.42,212.87,280470.01,1049.99,
174.25,84.47,1120.66,1025.9,186.68,180.17,187.84,48.88,100.78,139.76,111.92,83.75,88.7,27.75,86.05,46.7,34.41,150.09,45.53,212.12,280170,1042.68,
174.81,84.27,1123.17,1033.33,186.3,180.25,188.51,49.76,98.75,139.77,112.09,83.58,88.95,27.18,86.98,46.78,34.4,149.97,45.57,212.7,279360.98,1052.39,
176.24,84.56,1132.88,1039.85,184.6,179.56,185.9,49.77,97.64,141.32,112.47,83.47,90.26,26.79,87.58,46.7,34.5,149.97,45.46,210.77,276676,1058.29,
175.88,84.09,1129.13,1031.26,184.49,179.3,185.13,49.37,97.63,140.35,112.14,83.97,90.3,26.49,87.78,46.3,34.05,149.29,45.07,211.56,276556,1047.72,
174.67,83.87,1125.35,1028.07,183.68,178.46,186.41,49.84,97.51,139.56,111.88,82.94,90.92,26.51,88.16,45.58,33.99,149.54,44.88,211.07,275660,1044.15,
173.97,83.93,1129.17,1025.75,184.4,178.77,184.54,50.16,97.86,139.76,111.4,82.89,90.99,26.4,89,45.75,33.95,149.69,44.75,212.66,276347,1041.2,
171.34,84.05,1136.84,1026,183.34,178.07,181.79,49.1,97.27,139.49,111.98,82.24,91.09,26.24,88.87,45.86,34.04,149.95,44.22,211.71,274810,1041.64,
169.08,82.98,1126.69,1020.91,181.81,177.95,181.48,50.17,98.19,139.1,110.25,81.21,89.83,26.79,88.23,45.46,34.11,148.33,44.11,209.86,272730,1036.41,
171.1,83.2,1137.29,1032.5,182.05,179.59,185.43,51.2,98.47,138.87,111.02,80.56,99.62,26.76,89.25,45.65,35.88,150.33,44.77,211.13,272700,1048.47,
170.15,82.4,1129.88,1019.09,181.06,179,185.13,52.3,98.14,138,109.82,80.24,97.47,26.62,88.43,44.63,35.9,149.02,45.42,209.9,271410,1035.89,
169.98,82.53,1126.31,1018.38,181.63,178.74,188,54.36,99.01,137.93,109.95,80.55,97.48,26.74,88.27,44.62,36.5,149.56,46.2,210.25,272005,1034.66,
173.14,83.72,1139.49,1034.49,183.18,181.86,190.9,55.9,98.93,138.34,111.45,80.87,96.52,26.73,88.72,44.94,36.65,152.51,46.18,212.6,275000,1050.3,
174.96,83.11,1156.16,1035.96,182.56,180.87,189.84,54.89,98.64,137.29,110.82,81.1,96.41,26.66,88.33,44.65,36.45,151.25,47.1,211.22,275000,1051.92,
174.97,83.26,1186,1040.61,182.36,182.78,191.19,53.73,98.32,138.01,111.97,81.42,96.62,26.59,88.45,44.75,36.49,152.74,47.01,212.51,274417.01,1056.52,
174.09,83.87,1195.83,1054.21,183.49,183.03,188.03,53,97.93,138.1,112.38,81.11,96.62,26.59,88.96,44.49,36.87,152.97,47.66,212.4,276230,1072.01,
173.07,84.88,1193.6,1047.41,187.54,182.42,186.69,54.15,101.36,140.02,113.36,81.67,96.77,27.64,89.4,44.73,37.73,154.19,48.82,216.14,280440,1063.29,
169.48,83.34,1161.27,1021.66,189.85,175.13,179.91,52,103.73,139.81,109.86,82.27,97.56,28.28,89.38,43.95,37.48,148.35,49.9,222.88,284899.99,1037.38,
171.85,84.17,1176.75,1021.41,193.01,177.18,177.08,51.18,104.52,139.33,112.59,83.29,97.23,28.17,89.99,44.84,37.3,150.47,50.89,228.17,291500,1036.17,
