AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,PEP,CSCO,DIS,IBM,MCD,AMGN,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,HON,NKE,WBA
18.2371883392334,23.418872833251953,42.07371139526367,48.448909759521484,29.04511260986328,18.824254989624023,25.39167594909668,44.509361267089844,65.57183074951172,38.61735534667969,28.339153289794922,27.238496780395508,49.953399658203125,10.765880584716797,43.17728805541992,113.5880355834961,63.46817398071289,57.7672004699707,30.92093849182129,78.95161437988281,59.20612335205078,18.194591522216797,47.47702407836914,60.24665832519531,51.0553092956543,47.408042907714844,30.02632713317871,42.15187072753906,19.936172485351562,23.290403366088867
18.26663589477539,23.243694305419922,41.98332595825195,47.79948043823242,29.457576751708984,18.934206008911133,24.806262969970703,44.16165542602539,64.830078125,38.40066909790039,28.10235595703125,26.814847946166992,49.5394172668457,10.604192733764648,43.318790435791016,113.16323852539062,63.581748962402344,57.21650314331055,30.126630783081055,77.15316772460938,59.542781829833984,18.18055534362793,47.217899322509766,59.60087966918945,50.42830276489258,47.04884338378906,29.800865173339844,41.65768814086914,19.837560653686523,22.956501007080078
18.50436019897461,23.689617156982422,42.4023551940918,48.26736831665039,29.847238540649414,19.06205177307129,25.455154418945312,45.545413970947266,65.93976593017578,39.07319259643555,28.25596046447754,27.177980422973633,50.27768325805664,11.015157699584961,44.01748275756836,115.53185272216797,63.581748962402344,58.04255676269531,31.83935546875,79.65364074707031,60.90385818481445,18.56631851196289,48.15406036376953,60.279747009277344,51.3352165222168,47.67744445800781,30.569454193115234,42.8132209777832,20.272729873657227,22.988609313964844
18.71023941040039,23.848880767822266,41.90117645263672,48.07182693481445,29.858638763427734,18.993013381958008,25.603273391723633,45.760963439941406,66.05250549316406,38.85646057128906,28.473556518554688,27.11408805847168,50.00859451293945,11.24421501159668,43.911354064941406,115.67147064208984,63.65269470214844,58.197879791259766,32.94394302368164,80.4739990234375,61.856590270996094,18.62294578552246,47.7277717590332,60.34598159790039,51.17287063598633,47.53525924682617,30.73342514038086,42.61699676513672,20.476383209228516,22.9821834564209
18.660947799682617,24.095726013183594,43.16642379760742,47.68775939941406,29.715063095092773,18.918861389160156,26.10405731201172,46.046058654785156,66.4322738647461,39.1553840637207,28.159950256347656,26.82156753540039,49.87749481201172,11.547388076782227,44.0528564453125,116.35238647460938,63.17008590698242,57.59069061279297,33.92689514160156,81.43633270263672,62.47978973388672,18.75743293762207,48.17913818359375,61.645790100097656,51.3352165222168,47.423004150390625,30.80515480041504,42.56613540649414,20.615718841552734,23.136295318603516
18.629392623901367,24.151458740234375,43.32252502441406,47.729644775390625,29.885974884033203,19.103443145751953,26.209857940673828,46.39372634887695,66.54500579833984,39.446800231933594,28.198352813720703,26.750951766967773,50.07069396972656,11.560858726501465,44.654266357421875,116.32315063476562,62.1197509765625,57.44950866699219,33.64641189575195,80.85260772705078,62.47978973388672,18.82821273803711,48.404815673828125,61.76171112060547,51.296016693115234,47.75228500366211,30.661693572998047,42.82775115966797,20.55784034729004,23.271156311035156
18.735639572143555,24.286832809448242,42.73918914794922,47.70869827270508,29.284379959106445,18.98519515991211,26.040569305419922,46.40070343017578,66.8357925415039,39.71581268310547,28.339153289794922,26.643362045288086,49.77402114868164,11.924663543701172,44.185516357421875,115.9666519165039,61.850059509277344,57.87312316894531,34.194976806640625,81.72032928466797,63.32510757446289,18.898996353149414,47.201194763183594,61.49677276611328,51.273624420166016,47.812137603759766,30.600200653076172,42.8568229675293,20.377769470214844,23.17482566833496
18.764915466308594,24.223133087158203,42.64059829711914,47.932159423828125,29.416549682617188,18.941484451293945,26.075843811035156,46.42849349975586,67.38174438476562,39.648555755615234,28.524755477905273,26.4920597076416,49.767086029052734,11.816869735717773,43.911354064941406,116.47515869140625,62.595245361328125,58.409698486328125,34.71127700805664,81.2628173828125,63.711944580078125,19.026403427124023,46.68292999267578,61.438819885253906,51.66551208496094,47.87950134277344,30.466981887817383,42.885902404785156,20.25772476196289,23.2261962890625
19.015424728393555,24.19923973083496,42.64059829711914,47.806461334228516,29.241092681884766,18.8695011138916,26.089950561523438,46.22685623168945,67.22151947021484,39.46920394897461,28.42875099182129,26.428171157836914,49.67049789428711,11.68212890625,44.097068786621094,116.31148529052734,62.3823127746582,58.05669021606445,36.02933120727539,81.72821807861328,63.47553253173828,18.891918182373047,46.9169921875,61.42227554321289,51.72709655761719,47.692420959472656,30.18004608154297,42.66786193847656,20.547119140625,23.097774505615234
19.066442489624023,24.151153564453125,42.69811248779297,47.932159423828125,29.598852157592773,19.026321411132812,26.16753387451172,46.40070343017578,67.2452621459961,40.88150405883789,28.42235565185547,26.481966018676758,49.842994689941406,11.567598342895508,43.94672775268555,115.89067077636719,62.53848648071289,59.240943908691406,35.38644027709961,81.45214080810547,62.94544219970703,18.743274688720703,46.875205993652344,61.107643127441406,51.67109680175781,47.55022048950195,30.415742874145508,42.46437454223633,20.345624923706055,22.930803298950195
