AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
46.795,100.010,247.480,121.580,132.500,84.000,105.080,78.130,124.250,194.020,60.460,43.860,42.810,156.690,78.350,105.330,50.420,185.290,144.810,139.860,140.430,223.260,136.290,50.200,99.000,336.080,195.520,122.390,197.310,61.130
45.980,99.050,246.980,122.710,131.450,84.440,103.610,77.900,124.730,193.620,60.710,43.750,42.670,156.870,76.280,104.040,50.700,185.710,144.940,139.570,137.840,220.380,133.830,49.470,97.840,332.930,195.830,122.770,195.450,60.760
45.980,99.050,246.980,122.710,131.450,84.440,103.610,77.900,124.730,193.620,60.710,43.750,42.670,156.870,76.280,104.040,50.700,185.710,144.940,139.570,137.840,220.380,133.830,49.470,97.840,332.930,195.830,122.770,195.450,60.760
46.350,99.760,250.500,125.000,133.290,84.570,103.720,79.210,123.980,194.410,61.640,43.990,42.560,156.480,76.550,105.340,51.280,187.360,144.920,141.430,139.770,220.740,135.810,50.750,98.530,333.180,197.340,122.600,198.210,62.380
46.992,101.160,250.760,125.750,134.090,84.510,104.060,79.310,124.140,194.480,62.200,44.660,42.710,157.320,76.480,104.780,51.480,191.010,145.720,142.480,141.400,221.790,135.410,51.370,98.520,334.640,197.460,123.180,197.790,63.300
47.645,101.850,253.670,126.050,135.520,85.930,107.280,77.860,125.990,196.080,62.020,44.640,42.670,159.420,77.280,106.020,50.740,194.170,147.420,144.390,141.760,227.990,140.970,51.860,99.910,341.920,200.530,125.400,200.250,63.730
47.587,102.120,255.540,127.380,136.690,87.210,106.620,79.820,127.590,197.610,62.300,44.400,42.860,159.940,77.570,106.030,51.340,195.690,148.040,144.710,142.450,226.850,141.250,52.160,99.910,347.160,201.480,125.870,203.430,63.200
46.970,101.980,254.590,126.240,138.150,86.530,106.390,79.160,123.520,196.950,61.900,44.970,42.570,160.620,77.360,108.040,51.340,193.150,144.520,144.940,145.250,225.660,136.760,51.200,100.300,340.600,197.680,125.050,198.900,63.660
47.758,104.190,256.050,127.760,139.900,86.520,106.850,78.890,124.260,197.950,62.660,44.790,43.580,158.620,77.370,108.250,51.240,194.080,147.890,146.450,148.160,227.220,139.420,52.350,101.150,346.030,199.320,126.020,198.750,63.880
47.833,105.430,258.700,125.930,139.420,87.700,106.360,79.310,124.040,198.690,62.890,44.670,41.780,159.120,77.380,110.000,51.410,195.910,147.500,145.900,147.610,226.410,140.750,52.220,100.500,350.790,201.180,126.630,199.080,65.170
47.727,104.910,256.980,124.690,138.460,87.640,110.580,79.530,122.980,198.880,62.590,44.740,42.500,158.510,77.750,110.200,51.590,194.880,146.400,145.460,146.960,231.440,138.080,52.010,100.690,356.100,201.110,128.190,197.160,65.160
47.862,105.950,250.290,129.110,139.640,88.190,110.500,80.030,121.910,201.100,62.530,44.730,42.340,158.780,77.470,110.300,51.430,193.920,148.490,143.490,147.020,231.020,138.950,51.750,101.150,356.880,202.070,128.790,201.180,65.630
47.600,105.120,255.420,127.800,140.900,88.070,111.530,79.720,121.530,200.970,62.940,45.250,42.210,159.750,76.590,110.690,51.140,192.800,149.150,144.520,147.840,231.240,141.120,51.720,102.980,360.230,202.200,130.000,199.770,66.160
47.970,104.400,252.930,125.940,140.130,87.720,109.890,78.730,121.670,202.630,62.510,45.120,42.400,157.930,76.950,112.130,50.750,191.760,147.540,149.240,147.160,229.630,139.420,51.980,100.170,355.330,201.600,125.180,198.420,64.930
47.860,106.270,252.700,125.850,140.990,88.060,111.280,78.680,122.270,202.450,62.520,45.110,42.010,157.410,76.960,111.480,50.620,190.490,153.130,146.350,146.870,231.690,136.820,51.910,100.150,354.900,201.950,125.200,197.460,64.980
47.903,107.970,252.740,126.630,140.030,87.630,113.350,78.510,121.330,202.230,62.690,45.280,42.060,157.970,76.590,111.090,50.750,189.970,153.700,145.700,147.560,233.760,136.280,52.310,101.220,353.270,198.840,124.240,197.100,65.340
48.250,107.660,253.760,129.360,140.030,87.960,114.150,78.990,123.850,201.990,63.420,44.950,42.390,158.750,75.530,110.700,51.510,191.400,155.160,146.380,146.000,235.880,137.970,52.180,101.710,358.270,200.680,124.750,200.760,65.510
48.705,110.830,254.860,128.620,142.640,87.900,115.180,79.470,124.900,201.000,64.490,45.260,43.160,158.890,77.160,111.180,50.910,193.040,158.020,146.620,148.870,236.690,140.480,52.430,102.630,355.920,204.380,126.280,202.590,66.700
48.553,109.620,257.000,130.280,142.500,88.230,114.850,80.090,123.950,199.400,64.010,46.090,43.530,156.140,78.150,113.510,51.180,194.050,159.120,146.710,147.570,237.110,142.580,52.160,102.500,359.320,207.960,129.490,204.750,67.540
47.745,107.680,255.950,131.550,140.710,88.130,116.030,80.580,125.970,197.140,63.490,46.240,42.570,157.480,76.890,112.620,52.010,192.440,159.340,145.150,143.910,237.640,142.560,47.680,103.850,360.650,207.420,130.730,205.110,68.640
47.477,105.370,253.840,132.170,136.480,88.880,116.730,80.200,127.830,197.280,64.810,46.210,42.170,158.640,75.960,112.630,52.490,190.630,156.920,145.490,138.030,238.950,139.750,47.690,100.850,351.060,205.120,131.100,204.150,69.160
47.572,106.080,253.220,132.520,136.740,89.230,114.950,80.880,126.270,197.520,65.870,46.230,42.290,157.540,76.910,113.560,51.640,196.550,159.650,144.930,137.150,237.430,143.800,48.100,99.520,356.300,212.320,130.140,206.310,67.620
