MMM,AXP,AMGN,AMZN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,GS,HD,HON,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,NVDA,PG,CRM,INTC,TRV,UNH,VZ,V,WMT
87.02629089355469,167.83348083496094,225.47991943359375,105.1500015258789,143.26858520507812,214.75,238.2241668701172,152.755859375,44.847991943359375,56.432525634765625,107.5962905883789,340.8511962890625,305.96295166015625,183.7464599609375,121.07967376708984,151.49855041503906,130.60134887695312,249.91104125976562,98.46710968017578,247.31015014648438,123.59051513671875,20.923221588134766,133.5786895751953,170.0314178466797,28.03155517578125,175.6811981201172,473.6573486328125,34.60131072998047,225.73977661132812,46.58600616455078
90.35382080078125,167.36947631835938,225.58973693847656,112.91000366210938,148.57852172851562,209.33999633789062,233.79458618164062,150.66099548339844,45.54051208496094,55.46636199951172,111.35365295410156,344.3555908203125,316.8739013671875,184.33314514160156,122.24482727050781,152.06808471679688,129.9932098388672,247.03904724121094,95.22721862792969,258.90509033203125,123.17060089111328,21.688493728637695,132.6271514892578,172.82205200195312,29.111547470092773,172.380615234375,448.7164611816406,34.71751022338867,224.42970275878906,46.24789810180664
88.25066375732422,172.9088134765625,224.34527587890625,103.38999938964844,152.20384216308594,206.00999450683594,236.52490234375,151.05323791503906,44.90340042114258,55.05230712890625,108.89463806152344,344.802978515625,309.1430358886719,180.16433715820312,122.73782348632812,151.2137908935547,132.00473022460938,247.9964141845703,94.74859619140625,252.7896270751953,121.78675079345703,21.0800724029541,133.03762817382812,169.25953674316406,29.236902236938477,173.33853149414062,449.85052490234375,34.4519157409668,224.98696899414062,45.63284683227539
87.50702667236328,170.6079864501953,223.1373748779297,102.18000030517578,149.4749755859375,206.80999755859375,240.0189208984375,151.2226104736328,43.92462921142578,55.365150451660156,108.06842041015625,345.59521484375,307.06341552734375,181.36431884765625,122.0566177368164,150.06549072265625,132.78131103515625,251.459716796875,95.75184631347656,251.2435760498047,119.99256896972656,21.06908416748047,131.90882873535156,167.29025268554688,28.002227783203125,176.40203857421875,452.9193420410156,34.26102828979492,224.31239318847656,45.30116653442383
87.8074722290039,172.75413513183594,223.27462768554688,102.11000061035156,152.3516082763672,214.75999450683594,238.3387451171875,155.18948364257812,44.17393493652344,55.273128509521484,109.79955291748047,348.9504699707031,303.26788330078125,182.6353759765625,121.75187683105469,150.10226440429688,134.39991760253906,250.91531372070312,97.27056884765625,261.80133056640625,119.6108169555664,22.15205955505371,130.62147521972656,169.49703979492188,28.353595733642578,179.26634216308594,454.48236083984375,33.655147552490234,226.15037536621094,45.39776611328125
86.56810760498047,173.04415893554688,219.7974090576172,100.05000305175781,149.6621856689453,213.5,237.58456420898438,151.5435333251953,43.36137390136719,54.951087951660156,109.94709777832031,349.60296630859375,299.15533447265625,179.74658203125,121.87738037109375,150.295166015625,133.45494079589844,246.67303466796875,98.15416717529297,260.9892578125,117.30123901367188,22.18402862548828,129.268798828125,167.86422729492188,27.56301498413086,177.72984313964844,460.5245361328125,33.6302490234375,225.05538940429688,45.153045654296875
84.82547760009766,173.40185546875,219.61441040039062,98.23999786376953,148.6277618408203,211.99000549316406,235.1120147705078,150.1528778076172,43.14899444580078,54.85906982421875,108.5503921508789,342.9761657714844,294.2687072753906,177.0800018310547,121.35113525390625,148.2650146484375,131.37789916992188,244.64573669433594,98.2278060913086,257.9461975097656,116.60455322265625,22.315902709960938,127.85079956054688,171.85227966308594,27.065242767333984,175.80453491210938,462.91668701171875,33.04097366333008,224.6636199951172,45.5716552734375
85.53905487060547,173.28582763671875,221.9020538330078,97.61000061035156,148.99281311035156,212.88999938964844,236.43898010253906,153.29965209960938,43.63837814331055,54.85906982421875,106.28810119628906,346.0425720214844,295.1919860839844,178.19107055664062,123.02965545654297,148.95396423339844,131.95797729492188,246.29763793945312,99.93058776855469,257.4373779296875,116.65227508544922,21.24491310119629,128.97959899902344,165.29127502441406,27.133562088012695,177.1228485107422,471.0364685058594,33.206966400146484,222.5575408935547,46.28009796142578
86.59064483642578,175.29666137695312,222.96353149414062,99.54000091552734,151.79489135742188,215.64999389648438,236.89720153808594,152.44386291503906,44.19240188598633,55.76081085205078,105.89466857910156,348.5963439941406,301.71051025390625,180.76876831054688,124.61740112304688,149.50515747070312,133.3894500732422,249.84539794921875,100.83261108398438,265.48046875,119.43903350830078,21.767419815063477,130.66810607910156,169.29913330078125,27.865581512451172,177.92901611328125,472.08489990234375,33.464256286621094,224.20321655273438,46.98531723022461
85.78694152832031,174.9969482421875,222.50192260742188,99.69999694824219,151.153564453125,218.4499969482422,233.279052734375,153.61166381835938,44.0446662902832,54.83147048950195,105.89466857910156,346.50860595703125,296.9544982910156,178.66217041015625,123.40164184570312,148.8529052734375,133.97889709472656,250.23016357421875,100.08705139160156,266.3121643066406,120.44110107421875,22.94930648803711,129.93112182617188,168.1907958984375,27.95342254638672,174.63792419433594,469.6832580566406,33.472557067871094,224.70278930664062,46.85006332397461
86.22258758544922,174.65863037109375,221.61573791503906,101.16000366210938,153.255126953125,217.44000244140625,237.4222869873047,151.99288940429688,44.73719024658203,54.83147048950195,107.44874572753906,348.8946228027344,299.06207275390625,179.29327392578125,123.75545501708984,146.4001922607422,134.54026794433594,250.18324279785156,99.11141204833984,264.1835632324219,121.66271209716797,22.74249839782715,129.63259887695312,169.3189239501953,28.15839195251465,175.67173767089844,468.1773681640625,33.514060974121094,224.2423553466797,47.19784927368164
85.24079895019531,172.01943969726562,216.2154541015625,98.1500015258789,151.65675354003906,212.2100067138672,235.34115600585938,149.79859924316406,47.08254623413086,54.49101257324219,104.09467315673828,345.03607177734375,299.574951171875,177.20443725585938,122.48524475097656,145.36219787597656,132.6877899169922,249.498046875,98.0345230102539,257.1502990722656,118.70417022705078,21.981216430664062,127.93476104736328,166.36001586914062,27.523975372314453,173.62307739257812,464.4606018066406,33.06587600708008,221.2155303955078,46.457210540771484
85.9942626953125,171.40074157714844,222.04039001464844,97.19999694824219,150.5122528076172,211.66000366210938,236.55355834960938,146.453125,46.879398345947266,55.31914520263672,103.49466705322266,343.4515686035156,296.50689697265625,179.0354766845703,122.50341033935547,148.3969268798828,133.08070373535156,253.4024658203125,100.80499267578125,253.13827514648438,119.14318084716797,21.3678035736084,130.61212158203125,163.45065307617188,26.948116302490234,176.1743927001953,475.6396179199219,33.38125991821289,218.9918975830078,47.155975341796875
