MMM,AXP,AMGN,AMZN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,GS,HD,HON,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,NVDA,PG,CRM,INTC,TRV,UNH,VZ,V,WMT
97.28749084472656,233.0504913330078,295.41650390625,178.33999633789062,192.72103881835938,184.57000732421875,323.9426574707031,148.96099853515625,44.74894714355469,60.209381103515625,101.4142837524414,443.2596740722656,318.47943115234375,185.9237518310547,158.47125244140625,142.0356903076172,195.3500518798828,252.35736083984375,122.27913665771484,409.7001647949219,91.94070434570312,114.94775390625,158.52085876464844,234.46275329589844,30.099063873291016,205.00054931640625,483.1109924316406,37.14313888549805,267.4274597167969,64.9991455078125
96.16600036621094,233.4145050048828,295.3684387207031,179.33999633789062,193.03887939453125,188.6199951171875,320.2374572753906,147.7028045654297,45.48756790161133,61.175716400146484,101.96690368652344,443.57135009765625,318.7221374511719,190.3041534423828,158.9794464111328,142.09336853027344,192.77532958984375,255.2427978515625,122.55526733398438,412.22662353515625,92.27184295654297,116.38411712646484,160.7930145263672,232.71876525878906,29.8407039642334,204.3183135986328,490.9291076660156,37.6688346862793,269.4451599121094,65.76941680908203
96.6048355102539,230.8958740234375,295.37811279296875,181.27999877929688,194.54861450195312,189.85000610351562,322.0754089355469,146.61485290527344,44.14461898803711,61.156578063964844,100.16104888916016,449.7870178222656,320.6640319824219,192.17752075195312,160.4847412109375,140.33401489257812,190.93621826171875,252.5904998779297,123.25988006591797,420.0932922363281,91.86277770996094,122.38436889648438,159.86875915527344,234.37355041503906,30.585975646972656,203.1195526123047,488.62738037109375,37.47848892211914,271.50244140625,66.25330352783203
95.78565216064453,229.57754516601562,293.75408935546875,185.0,193.1680145263672,191.4199981689453,320.9414367675781,147.51358032226562,44.34606170654297,61.37664031982422,99.87486267089844,446.29925537109375,321.47967529296875,191.42449951171875,161.27098083496094,140.7666473388672,190.59747314453125,253.2997283935547,124.2787094116211,420.5985412597656,93.226318359375,120.94303131103516,162.19866943359375,240.54676818847656,30.22824478149414,204.3865509033203,487.4619140625,37.460365295410156,274.01470947265625,66.31255340576172
98.36023712158203,228.9085235595703,293.1101989746094,184.3000030517578,195.56175231933594,190.24000549316406,321.57684326171875,147.65548706054688,43.97195816040039,61.14701461791992,100.20051574707031,443.1914367675781,317.52789306640625,191.72755432128906,163.0063934326172,141.4011688232422,193.5399932861328,248.91807556152344,124.42153930664062,419.93475341796875,94.0346908569336,120.83308410644531,160.8411407470703,239.64508056640625,30.546226501464844,207.54429626464844,476.5554504394531,37.106876373291016,275.62689208984375,65.05839538574219
98.16519165039062,228.68226623535156,292.8219299316406,187.05999755859375,191.8171844482422,190.1199951171875,322.2317810058594,148.2798614501953,43.98154067993164,60.84084701538086,101.38468933105469,441.8664245605469,322.897216796875,193.52748107910156,163.36117553710938,141.44923400878906,193.21090698242188,246.58639526367188,125.20232391357422,423.9176025390625,93.49901580810547,121.73467254638672,161.120361328125,239.63516235351562,30.71515464782715,208.62168884277344,480.74127197265625,36.626502990722656,272.03656005859375,66.12493133544922
98.80883026123047,220.90013122558594,288.95892333984375,187.22999572753906,205.75253295898438,185.5,319.9832763671875,148.0433807373047,43.904808044433594,60.802574157714844,99.53936004638672,432.8255310058594,325.96539306640625,192.37039184570312,162.3448486328125,141.09349060058594,188.1291961669922,247.04302978515625,125.53559112548828,428.68316650390625,93.3724136352539,120.86500549316406,161.2455291748047,238.79290771484375,30.7250919342041,205.10546875,481.9261474609375,36.635562896728516,271.6706237792969,65.89779663085938
98.70156860351562,220.4180450439453,289.3240661621094,186.88999938964844,211.63259887695312,182.6699981689453,321.3715515136719,145.8958740234375,43.76091384887695,60.16154479980469,99.47027587890625,437.14141845703125,334.1407775878906,191.47042846679688,162.03802490234375,139.79563903808594,185.38992309570312,247.23731994628906,123.97400665283203,436.98577880859375,91.23945617675781,125.15339660644531,159.0311279296875,233.6502227783203,30.56610107421875,202.99964904785156,478.86688232421875,36.046424865722656,267.3680419921875,65.48302459716797
99.02337646484375,218.59796142578125,286.84478759765625,183.8300018310547,212.79470825195312,180.6999969482422,319.0545349121094,144.59036254882812,43.66499710083008,60.266788482666016,98.76964569091797,434.85198974609375,337.7720642089844,191.58981323242188,162.153076171875,139.83409118652344,187.45166015625,246.47952270507812,123.18368530273438,437.5009765625,91.72642517089844,129.56175231933594,160.21536254882812,226.9419403076172,30.26799201965332,202.81358337402344,482.9750061035156,36.05548858642578,268.22857666015625,65.86817169189453
98.39923858642578,221.18545532226562,286.9601135253906,183.66000366210938,211.0565185546875,177.27000427246094,314.2740478515625,144.33494567871094,43.81847381591797,60.310176849365234,98.6512222290039,434.9590759277344,336.7622985839844,191.4979705810547,162.23936462402344,139.9206085205078,187.5677947998047,246.36293029785156,123.28844451904297,438.4818420410156,90.9570083618164,131.8309326171875,160.58119201660156,229.82540893554688,30.258056640625,201.61866760253906,482.8002624511719,35.955787658691406,267.7043762207031,66.1841812133789
98.03840637207031,224.5796661376953,291.4381408691406,184.05999755859375,215.2083282470703,178.38999938964844,315.1832275390625,144.9214630126953,43.828067779541016,60.377662658691406,100.18077087402344,438.583251953125,339.3450012207031,194.6386260986328,162.5174102783203,140.31478881835938,188.72930908203125,246.29493713378906,122.12940979003906,444.22821044921875,92.52508544921875,130.93125915527344,161.2647705078125,228.3787078857422,30.784713745117188,203.85179138183594,477.1531982421875,35.76544952392578,268.20880126953125,66.57918548583984
98.27245330810547,225.6028594970703,294.0423583984375,182.80999755859375,212.84437561035156,174.99000549316406,317.86187744140625,145.05392456054688,44.09666061401367,60.38731002807617,100.16104888916016,445.646484375,343.5880126953125,195.48350524902344,163.52415466308594,140.02635192871094,190.68458557128906,243.65234375,122.59877014160156,442.2170104980469,92.31079864501953,135.529541015625,162.28530883789062,229.69659423828125,30.436920166015625,204.22398376464844,469.175048828125,36.3274040222168,270.6320495605469,66.75694274902344
99.1404037475586,226.4883270263672,297.79010009765625,186.10000610351562,208.26547241210938,176.3000030517578,321.7625732421875,148.1852569580078,44.81610107421875,59.953426361083984,100.49655151367188,446.2505187988281,343.1705627441406,196.64976501464844,166.75531005859375,142.07411193847656,192.301025390625,246.57667541503906,124.20800018310547,441.5829772949219,93.0802230834961,130.7313232421875,161.42843627929688,239.5955047607422,30.426984786987305,207.6128692626953,472.55938720703125,36.47241973876953,273.797119140625,67.16182708740234
99.85231018066406,226.6555633544922,296.12762451171875,189.0800018310547,206.0902557373047,176.55999755859375,320.5014343261719,146.89865112304688,45.36286544799805,60.52229690551758,100.9208755493164,438.583251953125,345.4619140625,197.5221710205078,165.35549926757812,143.00669860839844,190.0070343017578,252.00759887695312,125.21379089355469,445.6252136230469,94.64827728271484,126.52289581298828,161.99647521972656,242.8258056640625,30.894020080566406,205.4874725341797,470.67706298828125,36.47241973876953,272.214599609375,67.06307983398438
100.43744659423828,227.7279510498047,305.7275695800781,185.57000732421875,206.73587036132812,179.10000610351562,322.6130676269531,150.7111358642578,45.353271484375,61.67932891845703,100.63471221923828,450.18646240234375,340.6849365234375,198.25685119628906,167.80043029785156,143.36239624023438,192.50428771972656,252.96942138671875,127.35943603515625,443.53472900390625,94.63853454589844,118.0660400390625,162.17942810058594,237.75250244140625,30.37729835510254,206.75094604492188,477.8846740722656,37.315345764160156,273.2828063964844,68.04074096679688
99.520751953125,226.86215209960938,306.84228515625,186.33999633789062,207.6596221923828,175.10000610351562,320.0712890625,149.9070281982422,45.449195861816406,61.55398178100586,100.851806640625,445.5978088378906,328.4898681640625,196.93446350097656,165.4897003173828,141.50692749023438,191.7202606201172,250.05479431152344,127.32111358642578,446.784423828125,92.28158569335938,126.04306030273438,160.63897705078125,239.5558624267578,30.546226501464844,204.42965698242188,472.5399169921875,37.2337760925293,270.54302978515625,66.57918548583984
98.93560791015625,226.95069885253906,300.6056823730469,193.61000061035156,211.81138610839844,178.5,319.41632080078125,147.53248596191406,44.95038986206055,61.756465911865234,100.83207702636719,444.1169738769531,331.88818359375,195.9977569580078,164.78977966308594,141.1511993408203,191.1007843017578,250.49197387695312,125.96092224121094,447.9832763671875,91.60955047607422,126.35296630859375,161.21664428710938,240.93321228027344,30.347488403320312,201.5109100341797,472.0912780761719,37.17939376831055,270.6122741699219,67.43834686279297
100.61297607421875,224.70755004882812,301.4416809082031,197.85000610351562,212.65567016601562,182.50999450683594,320.1299743652344,147.88253784179688,45.5163459777832,61.62147521972656,100.82220458984375,434.4719543457031,331.5677185058594,196.8701629638672,163.81179809570312,140.1705780029297,192.7849884033203,250.82232666015625,124.35169982910156,448.6669006347656,91.7361831665039,123.94385528564453,160.41751098632812,250.54478454589844,30.397172927856445,202.69606018066406,474.4320373535156,36.99811553955078,263.6788024902344,67.03345489501953
99.65726470947266,227.806640625,300.2501220703125,193.25,209.1990966796875,182.00999450683594,325.64373779296875,147.9771270751953,45.57389831542969,61.370784759521484,97.98019409179688,440.6681213378906,334.2378234863281,196.0987548828125,165.8252716064453,140.5166778564453,195.7759246826172,247.58706665039062,118.58526611328125,442.82135009765625,73.4064712524414,123.4940185546875,158.7808074951172,254.7560272216797,30.774776458740234,199.1602325439453,496.6886901855469,37.3787956237793,259.60382080078125,66.8655776977539
