MMM,AXP,AMGN,AMZN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,GS,HD,HON,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,NVDA,PG,CRM,INTC,TRV,UNH,VZ,V,WMT
145.25,300.5000305175781,353.2799987792969,210.57000732421875,255.6300048828125,207.32000732421875,728.9322509765625,197.41000366210938,77.51000213623047,76.08000183105469,96.55999755859375,860.2100219726562,329.55999755859375,228.1999969482422,243.13999938964844,244.1199951171875,293.87603759765625,307.2900085449219,120.83999633789062,369.3699951171875,44.630001068115234,175.75,143.0131072998047,185.77537536621094,48.029998779296875,290.5299987792969,273.9800109863281,48.65814208984375,298.510009765625,124.73999786376953
144.47000122070312,300.17999267578125,347.94000244140625,209.77000427246094,255.9199981689453,208.22000122070312,715.8571166992188,198.97000122070312,79.0199966430664,76.72000122070312,96.61000061035156,863.0399780273438,321.6300048828125,229.4499969482422,248.16000366210938,243.0399932861328,293.1000061035156,307.1400146484375,120.87000274658203,373.4599914550781,44.189998626708984,177.38999938964844,142.05035400390625,186.71302795410156,50.380001068115234,293.989990234375,277.260009765625,48.667999267578125,300.79998779296875,125.79000091552734
144.5,305.7300109863281,342.57000732421875,212.7899932861328,258.8599853515625,212.3000030517578,719.8695068359375,198.86000061035156,80.44000244140625,77.22000122070312,96.27999877929688,866.0499877929688,326.6499938964844,228.2100067138672,246.74000549316406,240.97000122070312,295.45001220703125,309.760009765625,120.8499984741211,372.8800048828125,44.029998779296875,177.63999938964844,141.70297241210938,184.56838989257812,50.779998779296875,295.54998779296875,281.3599853515625,48.42170333862305,303.3299865722656,126.79000091552734
144.35000610351562,307.0299987792969,340.0,213.77000427246094,253.5,210.0,723.0634155273438,201.5399932861328,80.68000030517578,75.91000366210938,95.77999877929688,864.1500244140625,318.7699890136719,223.83999633789062,245.07000732421875,238.41000366210938,297.3999938964844,304.8500061035156,119.27999877929688,372.2900085449219,42.689998626708984,178.10000610351562,140.24395751953125,182.50357055664062,52.90999984741211,295.04998779296875,307.7300109863281,47.89955139160156,302.54998779296875,122.48999786376953
149.1699981689453,316.3399963378906,349.80999755859375,221.25,258.8999938964844,217.8000030517578,770.1138916015625,192.88999938964844,83.69999694824219,77.29000091552734,99.18000030517578,905.75,336.1600036621094,232.47000122070312,241.74000549316406,241.3000030517578,307.9700012207031,307.010009765625,123.18000030517578,374.3299865722656,43.130001068115234,182.0800018310547,143.81704711914062,175.92999267578125,58.95000076293945,301.5899963378906,305.9800109863281,47.328147888183594,308.9599914550781,127.26000213623047
150.5,317.7699890136719,355.6000061035156,233.64999389648438,260.489990234375,220.05999755859375,785.5744018554688,190.36000061035156,83.16999816894531,78.18000030517578,99.79000091552734,903.719970703125,339.5799865722656,236.05999755859375,237.17999267578125,241.30999755859375,310.3299865722656,309.54998779296875,122.68000030517578,373.07000732421875,44.0,183.91000366210938,145.56390380859375,170.85000610351562,61.720001220703125,303.2300109863281,306.9100036621094,47.071998596191406,308.2900085449219,129.1300048828125
150.32000732421875,313.5,351.0199890136719,238.3800048828125,260.4800109863281,217.6300048828125,789.1575927734375,188.5500030517578,82.22000122070312,77.47000122070312,99.16999816894531,907.7999877929688,337.3399963378906,235.0399932861328,230.75999450683594,238.4600067138672,309.8699951171875,305.67999267578125,121.41999816894531,370.8699951171875,42.619998931884766,188.6300048828125,144.0751190185547,164.9600067138672,62.380001068115234,297.260009765625,304.3299865722656,46.040000915527344,304.3599853515625,126.7699966430664
152.7899932861328,323.82000732421875,349.82000732421875,239.88999938964844,259.20001220703125,222.13999938964844,790.2255249023438,191.77999877929688,82.3499984741211,76.41000366210938,101.18000030517578,890.7899780273438,341.1600036621094,233.63999938964844,237.82000732421875,237.9600067138672,313.67999267578125,304.510009765625,120.1500015258789,384.3699951171875,42.90999984741211,189.30999755859375,142.5069122314453,172.82000732421875,65.18000030517578,301.30999755859375,313.0,45.41999816894531,309.3900146484375,124.56999969482422
152.5500030517578,326.9599914550781,350.95001220703125,249.02000427246094,258.8299865722656,223.77000427246094,792.7407836914062,187.02000427246094,82.61000061035156,75.9000015258789,102.58999633789062,909.6300048828125,342.7099914550781,233.24000549316406,240.27000427246094,240.10000610351562,311.1199951171875,303.2200012207031,119.95999908447266,393.1099853515625,44.20000076293945,196.50999450683594,143.3009490966797,171.30999755859375,63.810001373291016,299.5899963378906,314.19000244140625,45.47999954223633,311.3699951171875,125.05000305175781
151.24000549316406,329.05999755859375,348.2200012207031,248.5,266.42999267578125,223.92999267578125,768.7064819335938,184.91000366210938,82.36000061035156,75.30999755859375,103.04000091552734,899.489990234375,338.9100036621094,232.19000244140625,244.8000030517578,238.6699981689453,305.92999267578125,306.260009765625,117.9000015258789,411.2200012207031,45.439998626708984,198.8699951171875,142.30841064453125,177.60000610351562,64.94000244140625,299.3299865722656,314.04998779296875,45.029998779296875,315.9100036621094,124.76000213623047
150.5500030517578,325.760009765625,349.3900146484375,249.6999969482422,263.3999938964844,218.8800048828125,771.1917724609375,188.14999389648438,84.5,75.18000030517578,103.9000015258789,900.0,337.1499938964844,229.3800048828125,251.0,234.5399932861328,309.95001220703125,306.9599914550781,115.45999908447266,420.260009765625,45.70000076293945,198.35000610351562,142.04043579101562,181.22000122070312,68.5,298.8399963378906,316.3999938964844,46.779998779296875,315.1000061035156,124.81999969482422
154.5500030517578,331.69000244140625,355.29998779296875,250.55999755859375,270.2300109863281,223.3800048828125,793.1400146484375,183.99000549316406,86.25,75.73999786376953,106.29000091552734,925.9500122070312,349.3999938964844,233.5500030517578,253.47000122070312,234.17999267578125,310.2900085449219,311.3599853515625,119.06999969482422,422.7900085449219,46.029998779296875,201.67999267578125,145.83187866210938,182.13999938964844,68.5,300.80999755859375,324.6300048828125,46.54999923706055,317.0199890136719,127.5
151.39999389648438,329.8699951171875,350.1600036621094,248.27999877929688,273.04998779296875,225.0800018310547,798.4000244140625,183.25,87.70999908447266,75.4800033569336,106.30000305175781,941.739990234375,350.989990234375,229.74000549316406,253.7100067138672,230.69000244140625,316.989990234375,306.94000244140625,117.0999984741211,418.07000732421875,46.47999954223633,202.05999755859375,143.41012573242188,186.27000427246094,65.69999694824219,300.7799987792969,323.4800109863281,46.439998626708984,313.94000244140625,127.91999816894531
148.47000122070312,329.7900085449219,344.8599853515625,249.91000366210938,266.1700134277344,219.16000366210938,800.4500122070312,185.97999572753906,89.69999694824219,74.69999694824219,104.29000091552734,926.5499877929688,343.9200134277344,222.22000122070312,255.67999267578125,226.16000366210938,313.0,301.8399963378906,112.55999755859375,424.1600036621094,46.38999938964844,199.8800048828125,141.25634765625,187.11000061035156,66.26000213623047,301.4200134277344,346.010009765625,46.27000045776367,309.94000244140625,129.60000610351562
145.77999877929688,332.8999938964844,345.9200134277344,255.36000061035156,273.1700134277344,231.27999877929688,808.8699951171875,186.32000732421875,89.80000305175781,74.62999725341797,104.81999969482422,934.8400268554688,339.5,219.97000122070312,251.86000061035156,226.10000610351562,313.0199890136719,300.07000732421875,112.88999938964844,432.9200134277344,45.68000030517578,202.5,141.78237915039062,189.8000030517578,65.2699966430664,301.67999267578125,353.5199890136719,45.97999954223633,311.2900085449219,129.97999572753906
144.83999633789062,318.54998779296875,348.6199951171875,255.0800018310547,273.42999267578125,234.14999389648438,835.239990234375,187.60000610351562,88.58999633789062,76.27999877929688,103.6500015258789,931.2999877929688,340.1600036621094,214.33999633789062,231.0800018310547,230.64999389648438,311.69000244140625,302.5299987792969,114.62000274658203,415.75,44.779998779296875,199.63999938964844,144.62100219726562,173.3000030517578,66.77999877929688,307.3299865722656,354.55999755859375,47.220001220703125,308.8800048828125,132.02999877929688
145.99000549316406,314.0799865722656,344.54998779296875,263.989990234375,271.05999755859375,232.44000244140625,830.7899780273438,185.2100067138672,89.01000213623047,76.62999725341797,102.5999984741211,926.9099731445312,335.8900146484375,213.1699981689453,231.97999572753906,227.5,308.2799987792969,299.3599853515625,111.9000015258789,424.6199951171875,44.689998626708984,208.27000427246094,148.17999267578125,178.16000366210938,82.54000091552734,302.7300109863281,354.9200134277344,46.380001068115234,309.4200134277344,129.9199981689453
145.77000427246094,318.8399963378906,340.17999267578125,261.1199951171875,267.6099853515625,231.3300018310547,828.7899780273438,184.77999877929688,88.26000213623047,75.44000244140625,102.3499984741211,937.8099975585938,332.29998779296875,212.0500030517578,228.0500030517578,225.33999633789062,311.6300048828125,290.2099914550781,110.2300033569336,424.82000732421875,45.13999938964844,216.61000061035156,148.39999389648438,180.17999267578125,84.98999786376953,303.739990234375,354.69000244140625,47.099998474121094,309.6499938964844,127.58999633789062
146.02999877929688,315.8999938964844,339.57000732421875,259.70001220703125,270.7099914550781,230.72000122070312,817.8699951171875,188.36000061035156,86.86000061035156,78.3499984741211,101.47000122070312,926.5499877929688,329.05999755859375,212.92999267578125,233.0399932861328,227.7899932861328,311.45001220703125,292.3900146484375,110.02999877929688,429.25,45.029998779296875,213.1699981689453,149.1699981689453,181.32000732421875,84.5199966430664,310.0199890136719,366.7699890136719,47.2400016784668,309.29998779296875,127.58999633789062
143.8699951171875,315.6499938964844,338.0199890136719,263.0400085449219,270.1700134277344,224.11000061035156,810.0499877929688,192.22000122070312,89.56999969482422,78.87000274658203,101.30000305175781,905.5999755859375,322.80999755859375,210.3000030517578,227.10000610351562,227.35000610351562,309.25,290.0799865722656,110.94999694824219,424.4599914550781,44.38999938964844,209.25,146.4600067138672,181.22000122070312,94.75,302.25,370.739990234375,46.61000061035156,334.8599853515625,128.00999450683594
