RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM-A.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
111.270,77.490,147.930,44.920,99.320,42.330,89.710,104.810,56.500,169.460,76.390,52.520,75.060,48.520,45.360,49.220,26.360,179.880,24.520,2830.650,80.410,22.780,22.240,115.200,165.810,63.970,199.350,52.430,86.500,65.180
114.790,79.810,149.630,46.060,100.800,44.130,93.290,107.950,58.880,174.380,78.000,53.690,76.090,49.770,46.950,51.330,26.750,182.370,25.180,2852.810,80.460,23.660,22.080,117.800,167.750,65.240,200.600,54.880,88.490,65.380
116.050,80.980,151.770,46.260,101.550,45.430,91.550,109.490,59.170,174.240,76.800,54.520,76.870,49.920,46.110,51.820,26.140,182.080,25.480,2864.510,78.500,24.250,22.540,119.570,170.430,65.680,198.840,55.760,88.660,67.600
116.220,81.350,151.470,46.370,101.790,44.360,91.120,108.600,59.240,176.540,77.270,54.200,73.710,49.720,46.020,51.920,25.770,181.380,25.390,2858.220,78.480,24.160,22.330,121.140,170.430,65.340,199.420,55.460,88.220,67.330
115.780,80.940,151.420,46.310,101.140,44.040,87.830,107.640,59.130,176.660,77.430,53.600,73.050,49.430,44.100,51.700,24.610,181.260,25.150,2883.980,76.930,24.020,21.690,120.790,168.680,64.860,196.370,55.670,87.230,66.300
116.000,81.000,152.150,46.290,101.780,44.360,86.060,106.780,58.630,178.490,78.120,53.320,73.400,49.840,43.290,51.670,24.170,181.280,24.920,2925.450,75.520,23.820,20.950,119.830,166.000,64.720,205.590,55.340,88.260,64.750
116.240,81.440,152.390,46.120,100.550,44.530,87.790,106.960,58.980,181.860,78.570,53.370,74.970,49.700,44.890,51.820,24.200,180.200,25.670,2924.990,75.590,23.820,21.140,120.320,165.860,65.490,206.130,57.100,89.020,65.360
116.780,81.960,154.140,46.100,97.540,44.220,89.090,107.320,58.950,180.580,78.650,53.120,73.850,49.490,45.780,51.980,24.920,180.200,25.790,3034.000,77.280,23.790,20.980,121.310,164.690,65.720,206.370,56.930,88.650,64.900
116.880,82.590,155.340,46.650,95.890,44.450,89.940,107.740,59.150,183.470,78.800,53.170,74.940,49.530,46.530,52.150,25.040,180.190,25.730,3091.740,78.350,23.770,20.880,122.470,162.840,66.050,208.260,57.190,87.110,64.400
119.140,83.600,156.970,45.560,97.070,47.100,90.790,110.200,60.230,183.260,78.540,54.070,77.080,49.810,45.990,53.280,24.940,184.820,25.960,3053.870,77.800,24.250,21.510,123.030,166.010,68.540,208.910,57.840,89.990,66.030
119.890,83.850,156.210,45.720,97.870,47.110,89.450,111.120,60.510,182.590,77.380,54.040,79.700,50.040,45.630,53.520,24.510,183.370,25.970,3125.330,77.100,24.450,21.360,120.290,164.360,68.990,207.000,58.210,90.670,65.410
119.760,83.800,157.010,45.300,98.620,46.880,87.990,111.050,60.570,188.190,78.080,54.200,78.740,49.750,44.570,53.590,24.030,185.810,25.890,3161.690,76.470,24.310,21.850,122.920,166.570,69.180,208.870,58.080,90.520,67.060
120.490,84.780,158.140,46.220,98.390,46.450,91.280,112.030,61.090,188.360,78.240,54.190,77.570,50.340,46.330,54.220,24.800,184.820,26.290,3154.170,79.110,24.220,21.550,121.760,165.160,69.480,209.040,58.670,91.340,66.370
120.530,85.100,157.380,46.230,98.130,47.490,91.690,111.680,60.990,190.660,78.850,54.190,77.930,50.460,45.940,54.300,24.920,184.390,26.490,3184.430,79.260,24.200,21.690,120.770,161.720,69.770,210.010,58.540,90.980,66.690
119.780,84.220,156.780,46.360,97.210,46.480,90.540,110.680,60.410,189.760,78.290,53.930,77.100,50.620,45.420,53.390,24.600,180.320,26.130,3179.140,78.880,24.100,22.190,119.090,160.160,69.470,210.180,58.550,90.290,67.870
118.970,83.360,155.780,46.440,97.220,47.000,88.850,110.430,60.170,189.590,80.030,53.770,75.980,50.830,45.050,53.670,23.980,182.380,26.090,3180.360,78.020,24.050,22.210,122.350,162.350,69.800,211.130,58.650,89.890,67.900
118.660,83.150,157.670,46.450,98.000,46.750,89.330,110.210,60.170,189.330,78.960,53.770,76.150,50.640,44.700,53.650,24.160,182.530,26.220,3194.460,78.800,24.040,22.030,121.710,160.840,69.650,211.500,58.830,89.610,67.670
118.960,83.350,157.240,46.570,97.810,46.420,89.280,110.330,60.130,189.150,79.200,53.760,76.280,50.600,44.650,53.690,24.090,181.790,26.390,3182.400,78.870,24.060,22.050,121.670,159.740,69.900,212.140,58.700,90.200,67.650
118.130,83.070,152.480,46.220,94.850,46.340,87.050,109.750,60.250,192.310,78.750,53.570,75.090,49.910,43.940,52.880,23.860,181.990,26.280,3207.590,78.160,24.090,22.550,121.730,158.720,69.650,212.170,58.480,90.190,69.150
117.320,82.610,153.280,46.370,95.330,47.180,88.740,108.470,57.570,190.320,78.750,53.270,75.240,50.660,44.520,52.390,23.980,180.470,26.220,3211.400,78.480,24.040,23.670,120.070,160.370,68.550,211.540,57.920,88.030,72.490
118.810,83.300,155.530,46.920,96.950,48.360,90.180,110.100,59.710,189.080,76.230,53.120,75.470,50.410,44.830,53.360,24.010,180.300,26.240,3215.720,78.230,23.860,23.640,120.460,154.990,68.380,208.890,57.420,89.520,72.600
122.620,82.740,157.460,47.380,97.690,47.860,90.610,111.380,60.700,189.580,77.400,53.430,72.580,50.890,44.740,56.100,24.070,183.790,26.580,3187.300,76.450,24.280,23.840,117.000,151.980,68.520,210.300,58.430,89.920,72.850
