7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1523.600,5385.000,2650.500,857.000,4541.500,2833.000,49590,1283.333,20535,12480,4480.000,13305,3119.000,5094.000,2174.500,6522.000,1996.667,1952.000,6913.000,1753.000,3859.000,3620.000,4570.000,2098.000,30050,1495.000,7007,5390.000,1056.250,21100
1525.200,5485.000,2629.500,845.400,4478.000,2799.000,48620,1310.000,20090,12155,4418.500,13270,3152.000,5035.000,2183.000,6516.000,1890.000,2031.000,6923.000,1742.667,3890.000,3617.000,4567.000,2076.000,29660,1488.500,6813,5377.000,1055.000,21185
1500.200,5568.000,2571.000,820.900,4400.000,2755.500,46540,1309.333,19695,11680,4288.000,12845,3099.000,4935.000,2151.000,6317.000,1843.333,2003.500,6762.000,1722.333,3971.000,3586.000,4518.000,2049.000,29025,1475.000,6695,5271.000,1033.750,20730
1457.200,5336.000,2506.500,790.600,4184.500,2649.000,44000,1288.333,18785,11140,4092.000,12150,2977.000,4787.000,2065.000,5993.000,1740.000,1915.000,6555.000,1639.333,3810.000,3511.000,4397.000,2001.000,27705,1430.000,6450,4957.000,1012.500,20235
1474.400,5417.000,2495.500,792.000,4344.000,2670.500,43380,1344.000,18760,11540,4062.500,12220,2960.000,4802.000,2070.000,6028.000,1753.333,1904.000,6461.000,1655.333,3840.000,3301.000,4455.000,1997.000,27150,1465.000,6446,4936.000,1021.250,20230
1510.200,5320.000,2497.500,800.600,4386.500,2637.000,43070,1329.667,19020,11805,4132.000,12585,3003.000,4857.000,2081.000,6136.000,1826.667,1914.000,6624.000,1673.667,3873.000,3243.000,4483.000,2012.000,28120,1495.500,6534,5067.000,1033.750,20205
1493.000,5174.000,2452.000,778.800,4404.000,2607.000,41480,1310.333,18470,11220,4022.500,12115,2975.000,4734.000,2046.500,5976.000,1760.000,1912.000,6440.000,1626.000,3795.000,3200.000,4412.000,1977.000,27000,1479.000,6457,4954.000,1028.750,20030
1493.000,5174.000,2452.000,778.800,4404.000,2607.000,41480,1310.333,18470,11220,4022.500,12115,2975.000,4734.000,2046.500,5976.000,1760.000,1912.000,6440.000,1626.000,3795.000,3200.000,4412.000,1977.000,27000,1479.000,6457,4954.000,1028.750,20030
1455.200,5099.000,2345.000,767.400,4496.000,2597.500,41020,1279.333,18410,11165,4039.000,12170,2921.000,4684.000,2011.500,5900.000,1740.000,1867.500,6331.000,1621.667,3730.000,3126.000,4444.000,1959.000,26815,1456.500,6392,4831.000,1032.500,19670
1424.400,5078.000,2282.500,759.100,4387.500,2583.000,40980,1246.000,19175,11140,4005.000,12300,2934.500,4649.000,1996.000,5914.000,1753.333,1860.000,6165.000,1610.667,3687.000,3147.000,4430.000,1941.000,26445,1453.500,6300,4799.000,1013.750,19655
