7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1497.600,3002.000,2418.000,757.100,3069.500,3154.000,42640,836.833,7322,6617,3457.500,8901,2028.000,4606.000,1442.000,6065.000,1413.333,1445.500,5818.000,1570.667,3910.000,4471.000,5550.000,2435.000,21080,1731.500,6069,4174.000,1200.000,21600
1467.400,2957.000,2357.000,746.100,2996.500,3036.000,40650,809.167,7128,6483,3383.000,8605,2012.500,4550.000,1425.500,5917.000,1358.333,1429.500,5566.000,1533.667,3731.000,4328.000,5395.000,2397.000,20405,1685.500,6014,4049.000,1188.750,21010
1445.200,2962.500,2407.500,744.500,2984.500,3087.000,40430,812.667,7064,6474,3366.500,8558,2023.000,4557.000,1438.000,5853.000,1343.333,1430.500,5513.000,1505.000,3660.000,4246.000,5387.000,2395.000,20140,1663.000,6009,4034.000,1178.750,21150
1416.600,2897.500,2439.500,732.400,2944.500,3050.000,40170,813.000,7037,6413,3259.500,8342,1998.500,4459.000,1417.000,5869.000,1350.000,1422.000,5464.000,1479.667,3636.000,4268.000,5356.000,2365.000,19615,1674.500,5887,4018.000,1171.250,20985
1379.600,2796.500,2398.500,713.300,2875.500,3009.000,39050,814.167,6738,6207,3173.500,7877,1945.000,4343.000,1345.500,5853.000,1351.667,1388.500,5206.000,1463.667,3524.000,4243.000,5312.000,2310.000,18940,1679.000,5742,3912.000,1115.000,20545
1372.800,2824.500,2389.000,707.700,2847.500,3005.000,38140,805.833,6990,6183,3165.500,7948,1940.500,4309.000,1347.500,5787.000,1336.667,1389.000,5196.000,1445.000,3502.000,4193.000,5141.000,2294.000,19125,1677.000,5845,3969.000,1128.750,20405
1372.800,2824.500,2389.000,707.700,2847.500,3005.000,38140,805.833,6990,6183,3165.500,7948,1940.500,4309.000,1347.500,5787.000,1336.667,1389.000,5196.000,1445.000,3502.000,4193.000,5141.000,2294.000,19125,1677.000,5845,3969.000,1128.750,20405
1351.000,2675.000,2344.500,677.000,2764.000,2948.500,37630,761.333,6876,6104,3067.000,7804,1861.500,4156.000,1297.000,5625.000,1295.000,1330.000,5069.000,1392.667,3503.000,4083.000,4980.000,2218.000,18800,1606.500,5641,3885.000,1095.000,19765
1390.600,2750.000,2376.000,700.000,2846.000,2956.000,38690,781.000,7157,6293,3156.000,8106,1909.500,4301.000,1342.000,5677.000,1300.000,1359.000,5270.000,1411.333,3606.000,4207.000,5107.000,2284.000,19400,1649.000,5830,4087.000,1136.250,20875
1359.400,2622.000,2359.000,683.000,2760.000,2871.000,37640,751.333,6885,6171,3075.000,7765,1855.000,4200.000,1297.500,5559.000,1268.333,1315.000,5113.000,1384.667,3500.000,4092.000,5059.000,2250.000,18715,1610.500,5690,3968.000,1102.500,20250
1351.800,2582.500,2395.500,672.000,2774.000,2836.000,37000,766.000,6777,6144,3023.000,7824,1872.000,4172.000,1310.000,5588.000,1268.333,1314.000,5051.000,1360.000,3493.000,4080.000,5083.000,2224.000,18515,1585.500,5580,3943.000,1096.250,20680
1348.400,2622.500,2372.000,659.400,2555.500,2822.500,36730,763.000,6760,6126,3002.000,7754,1858.500,4105.000,1295.500,5545.000,1253.333,1302.000,5121.000,1352.333,3410.000,4141.000,5080.000,2168.000,18310,1559.500,5429,3963.000,1081.250,20840
1360.800,2666.500,2358.000,646.800,2523.000,2831.000,37220,764.167,6859,5984,3062.000,7911,1855.500,4055.000,1303.000,5530.000,1253.333,1311.000,5160.000,1362.667,3441.000,4049.000,5073.000,2134.000,18650,1570.500,5448,3988.000,1092.500,20595
1314.800,2454.000,2301.000,621.200,2346.000,2765.000,35650,755.000,6616,5747,2933.500,7385,1794.000,3903.000,1253.000,5374.000,1216.667,1269.500,4948.000,1309.667,3315.000,3955.000,4912.000,2061.000,18090,1536.000,5142,3868.000,1070.000,19670
1278.400,2430.500,2213.500,595.000,2272.000,2700.000,34610,736.500,6684,5593,2863.000,7212,1722.500,3786.000,1219.000,5309.000,1178.333,1226.500,4817.000,1279.667,3162.000,3794.000,4731.000,1990.000,17720,1500.000,5003,3835.000,1031.250,19065
1364.400,2528.500,2306.000,624.700,2451.500,2769.000,37420,787.000,7062,5931,3010.500,7709,1828.500,3960.000,1281.000,5556.000,1236.667,1281.500,5069.000,1352.333,3351.000,4041.000,5000.000,2082.000,18775,1597.000,5272,4085.000,1072.500,20450
1364.800,2538.000,2361.500,627.300,2509.500,2829.500,37870,806.333,7063,6005,2989.000,7736,1866.000,4004.000,1321.500,5655.000,1248.333,1306.500,5069.000,1376.000,3348.000,4340.000,5114.000,2093.000,18550,1600.500,5257,4105.000,1101.250,21185
1325.800,2430.000,2314.500,604.000,2424.500,2766.000,36990,815.333,6904,5858,2896.500,7407,1796.500,3907.000,1278.000,5600.000,1238.333,1263.000,4885.000,1340.000,3241.000,4251.000,4990.000,2040.000,18065,1595.500,5068,4025.000,1100.000,20895
1376.200,2512.000,2406.500,634.000,2593.500,2896.500,37610,821.500,7066,5994,2930.500,7670,1851.500,4106.000,1343.000,5695.000,1265.000,1316.000,5032.000,1384.667,3316.000,4293.000,5066.000,2108.000,18435,1630.500,5176,4135.000,1130.000,21285
1376.600,2378.000,2436.500,627.000,2549.500,2922.500,37120,829.667,7219,5924,2866.500,7694,1840.000,4050.000,1347.500,5668.000,1270.000,1307.000,4998.000,1361.000,3252.000,4402.000,5055.000,2093.000,18115,1628.000,5094,4150.000,1123.750,21540
1440.000,2523.000,2514.000,609.400,2632.500,3008.000,38430,827.167,7474,6081,2932.000,8010,1905.500,3980.000,1397.500,5773.000,1218.333,1355.500,5160.000,1416.000,3341.000,4661.000,5312.000,2058.000,15810,1650.000,4973,4336.000,1160.000,22105
