7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1233.800,1705.000,1590.000,629.000,3784.000,2088.333,33455,628.333,6932,6287,3750.000,6680,2153.000,4293.000,1313.000,4722.000,969.667,1642.000,4863.000,1118.667,3548.000,3703.000,4372.000,2070.000,17870,1352.000,7630,3608.000,900.000,14610
1241.800,1721.000,1607.000,635.000,3813.000,2095.000,33335,628.667,6965,6259,3735.000,6746,2139.000,4314.000,1331.000,4739.000,970.333,1655.000,4810.000,1118.333,3555.000,3694.000,4417.000,2080.000,17855,1360.000,7650,3737.000,896.250,14510
1233.600,1696.000,1608.500,629.000,3820.000,2091.667,33375,628.000,6971,6183,3755.000,6804,2146.000,4286.000,1333.000,4709.000,963.000,1657.000,4772.000,1116.000,3535.000,3705.000,4358.000,2060.000,17660,1359.000,7720,3701.000,902.500,14640
1240.200,1720.000,1625.000,630.000,3831.000,2101.000,33420,630.667,7134,6205,3875.000,6868,2161.000,4323.000,1341.000,4721.000,953.667,1662.000,4805.000,1115.333,3570.000,3685.000,4447.000,2060.000,17725,1359.000,7780,3724.000,922.500,14785
1234.000,1730.000,1604.250,625.000,3818.000,2087.000,33580,625.000,7099,6188,3850.000,6794,2143.000,4296.000,1312.000,4686.000,946.000,1649.000,4752.000,1111.333,3577.000,3679.000,4426.000,2050.000,17685,1344.000,7720,3709.000,921.250,14750
1226.200,1718.000,1628.000,625.000,3768.500,2074.667,33220,625.333,7200,6146,3835.000,6772,2139.000,4275.000,1310.000,4684.000,949.000,1651.000,4727.000,1079.000,3575.000,3676.000,4433.000,2040.000,17635,1353.000,7740,3661.000,913.750,14800
1212.400,1697.000,1636.750,616.000,3786.500,2081.667,33240,625.000,7186,6127,3845.000,6744,2122.000,4229.000,1313.000,4678.000,952.667,1659.000,4712.000,1082.000,3595.000,3713.000,4426.000,2030.000,17660,1352.000,7740,3720.000,913.750,14820
1200.600,1688.000,1609.250,605.000,3743.000,2060.667,33505,618.333,7189,6056,3820.000,6685,2116.000,4152.000,1301.000,4655.000,949.000,1631.000,4682.000,1081.000,3573.000,3700.000,4359.000,2010.000,17640,1339.000,7660,3702.000,905.000,14790
1196.200,1674.000,1637.500,599.000,3740.000,2068.333,32855,619.333,7105,6075,3765.000,6699,2100.000,4118.000,1295.000,4663.000,948.667,1627.000,4669.000,1074.333,3515.000,3719.000,4340.000,2010.000,17325,1349.000,7620,3690.000,906.250,14830
1204.200,1681.000,1680.750,600.000,3824.500,2096.667,32760,627.667,7156,6193,3785.000,6751,2144.000,4134.000,1314.000,4723.000,948.667,1630.000,4746.000,1085.667,3557.000,3740.000,4358.000,2000.000,17500,1374.000,7700,3748.000,927.500,15000
1204.600,1675.000,1698.000,606.000,3846.000,2105.333,33050,630.000,7229,6260,3840.000,6795,2134.000,4137.000,1310.000,4726.000,964.333,1642.000,4800.000,1103.000,3607.000,3792.000,4395.000,2010.000,17370,1380.000,7700,3874.000,932.500,15260
1208.800,1680.000,1678.750,605.000,3876.500,2078.667,32890,630.667,7183,6241,3840.000,6731,2140.000,4144.000,1306.000,4731.000,977.333,1642.000,4809.000,1086.333,3621.000,3752.000,4395.000,2010.000,17415,1391.000,7610,3824.000,923.750,15300
1209.800,1688.000,1685.000,604.000,3838.500,2076.333,32875,631.667,7162,6250,3820.000,6795,2152.000,4117.000,1310.000,4715.000,973.333,1656.000,4753.000,1096.667,3601.000,3760.000,4424.000,2010.000,17280,1394.000,7680,3832.000,906.250,15420
1201.200,1680.000,1683.500,598.000,3827.000,2055.667,32355,623.000,7026,6197,3780.000,6719,2149.000,4066.000,1298.000,4670.000,1001.667,1645.000,4701.000,1084.333,3569.000,3703.000,4363.000,2000.000,17150,1382.000,7820,3803.000,892.500,15355
1201.200,1680.000,1683.500,598.000,3827.000,2055.667,32355,623.000,7026,6197,3780.000,6719,2149.000,4066.000,1298.000,4670.000,1001.667,1645.000,4701.000,1084.333,3569.000,3703.000,4363.000,2000.000,17150,1382.000,7820,3803.000,892.500,15355
1205.400,1681.500,1720.250,594.400,3848.000,2077.000,32350,628.833,7142,6299,3855.500,6854,2161.500,4047.000,1303.000,4673.000,999.667,1640.000,4744.000,1103.833,3585.500,3741.000,4404.500,2000.000,17330,1404.000,7906,3788.000,895.000,15590
1209.200,1699.500,1710.250,593.500,3798.000,2044.000,32280,628.667,6935,6345,3867.500,6879,2165.500,4041.500,1320.000,4666.000,1003.333,1644.500,4769.000,1112.000,3552.000,3711.000,4413.500,1995.000,17375,1411.500,7957,3767.000,896.250,15550
1214.000,1742.500,1678.500,593.600,3729.500,2016.667,32295,624.167,6759,6354,3900.000,6896,2155.500,4077.500,1315.000,4674.000,1016.667,1641.000,4773.500,1098.333,3567.000,3682.500,4382.500,1992.000,17460,1399.500,7970,3774.000,891.250,15330
1221.400,1791.500,1684.500,595.400,3752.000,2010.000,32750,630.500,6795,6513,3948.000,6999,2169.000,4095.500,1348.000,4713.000,1116.667,1654.000,4791.000,1095.500,3573.500,3682.000,4389.000,2006.000,18390,1401.500,7964,3796.000,915.000,15425
1226.600,1798.500,1671.000,606.800,3764.000,2040.333,33300,628.833,6613,6507,4033.500,7028,2177.000,4160.500,1340.000,4709.500,1108.333,1654.500,4828.500,1096.500,3578.000,3674.000,4406.000,2035.000,18460,1414.500,7880,3798.500,912.500,15490
1226.600,1784.000,1731.750,604.800,3778.000,2061.000,33970,630.667,6610,6528,4097.000,7133,2188.000,4163.000,1343.500,4738.500,1116.667,1672.500,4848.500,1098.000,3548.000,3703.500,4419.500,2024.000,18250,1422.500,7966,3800.000,922.500,15430
1228.200,1791.000,1713.250,610.000,3784.000,2053.667,33975,629.000,6713,6549,4090.000,7148,2182.000,4190.000,1335.000,4732.500,1163.333,1670.500,4874.500,1087.833,3658.000,3759.000,4408.500,2013.000,18150,1422.500,7974,3815.500,940.000,14950
1227.400,1772.000,1715.000,615.600,3786.000,1999.000,34405,628.000,6740,6580,4043.500,7180,2186.000,4260.000,1327.500,4727.000,1153.333,1666.000,4788.000,1090.667,3654.000,3652.000,4330.500,2015.000,17990,1415.000,8010,3742.000,937.500,14750
