7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
3311.0,3372.0,155.89999389648438,2808.0,3764.0,2633.0,63670.0,2887.0,39280.0,6505.0,4732.0,19695.0,5490.0,5455.0,2070.0,5888.0,9000.0,6325.0,1954.0,7490.0,1286.0,6076.0,2195.0,6609.0,5697.0,2657.5,3299.0,3367.0,1565.0,4192.0
3262.0,3329.0,157.0,2760.0,3604.0,2711.0,63010.0,2888.5,38020.0,6412.0,4675.0,19545.0,5397.0,5388.0,2038.5,5890.0,9198.0,6212.0,1930.0,7262.0,1273.0,6005.0,2180.0,6424.0,5476.0,2600.5,3260.0,3319.0,1534.0,4190.0
3255.0,3324.0,157.8000030517578,2761.5,3609.0,2745.0,64300.0,2863.5,38420.0,6450.0,4811.0,19765.0,5475.0,5373.0,2042.0,5802.0,8779.0,6381.0,1923.0,7243.0,1269.0,6105.0,2180.0,6468.0,5517.0,2587.0,3273.0,3337.0,1550.0,4142.0
3247.0,3292.0,157.10000610351562,2792.0,3648.0,2763.5,65130.0,2858.0,38370.0,6523.0,4719.0,19485.0,5405.0,5379.0,2019.5,5754.0,8865.0,6364.0,1907.5,7308.0,1262.0,6098.0,2194.5,6475.0,5492.0,2607.5,3255.0,3307.0,1559.5,4080.0
3252.0,3311.0,155.39999389648438,2811.0,3565.0,2702.5,65090.0,2873.0,38440.0,6574.0,4764.0,19715.0,5425.0,5418.0,2044.5,5798.0,8739.0,6378.0,1908.0,7277.0,1252.0,6086.0,2231.0,6539.0,5504.0,2612.0,3345.0,3349.0,1563.0,4049.0
3384.0,3388.0,155.3000030517578,2885.0,3822.0,2711.0,67760.0,2832.5,42410.0,6470.0,4915.0,20365.0,5436.0,5621.0,2097.5,5789.0,8883.0,6361.0,1960.5,7370.0,1283.5,6081.0,2198.5,6946.0,5924.0,2624.0,3469.0,3467.0,1602.0,4179.0
3331.0,3375.0,154.60000610351562,2842.5,3775.0,2708.5,67450.0,2806.5,42190.0,6506.0,4843.0,20280.0,5413.0,5552.0,2077.0,5821.0,8775.0,6380.0,1951.5,7250.0,1276.0,6034.0,2096.5,6730.0,5895.0,2600.0,3396.0,3437.0,1588.5,4220.0
3319.0,3325.0,153.10000610351562,2842.0,3778.0,2582.0,75540.0,2772.5,44040.0,6556.0,4810.0,20635.0,5307.0,5536.0,2026.0,5732.0,8675.0,6292.0,1933.0,7095.0,1269.5,5973.0,2027.0,6786.0,6249.0,2607.0,3324.0,3440.0,1568.5,4196.0
3319.0,3251.0,152.60000610351562,2860.0,3764.0,2620.0,75050.0,2731.5,42460.0,6662.0,4848.0,20235.0,5275.0,5577.0,2003.5,5636.0,8585.0,6233.0,1917.0,7000.0,1254.0,5953.0,2000.0,6735.0,6182.0,2560.5,3339.0,3382.0,1535.0,4220.0
3326.0,3280.0,152.10000610351562,2850.0,4242.0,2607.0,74590.0,2734.0,43700.0,6695.0,4957.0,20490.0,5193.0,5539.0,1985.0,5604.0,8520.0,6136.0,1926.5,6915.0,1269.0,5895.0,1968.5,6790.0,6231.0,2521.0,3481.0,3405.0,1585.0,4193.0
3381.0,3340.0,154.0,2913.5,4444.0,2634.0,74310.0,2832.0,43500.0,6809.0,5220.0,20250.0,4989.0,5650.0,1994.5,5654.0,8657.0,5902.0,1915.0,6836.0,1285.0,5897.0,1999.0,6955.0,6168.0,2605.5,3629.0,3417.0,1614.5,4325.0
3392.0,3407.0,153.0,2946.5,4672.0,2627.0,74840.0,2889.0,45820.0,6910.0,5220.0,22090.0,5086.0,5690.0,2011.5,5646.0,8591.0,5967.0,1917.5,6972.0,1301.5,5847.0,2033.5,6872.0,6333.0,2585.0,3679.0,3411.0,1585.5,4251.0
3343.0,3395.0,154.0,2870.0,4527.0,2590.5,74050.0,2939.0,44010.0,6907.0,5157.0,21315.0,4952.0,5598.0,1970.0,5586.0,8349.0,5800.0,1926.0,6933.0,1300.5,5800.0,2054.5,6768.0,6228.0,2553.5,3770.0,3370.0,1583.5,4195.0
3390.0,3384.0,153.5,2870.5,4774.0,2626.5,74650.0,3000.0,44250.0,6773.0,5153.0,22240.0,4910.0,5575.0,1975.5,5575.0,8844.0,5836.0,1962.5,7175.0,1341.0,5790.0,2021.0,6775.0,6503.0,2570.0,3753.0,3420.0,1578.5,4253.0
3280.0,3346.0,152.3000030517578,2830.5,5181.0,2633.5,73750.0,2915.0,45780.0,6733.0,5189.0,21630.0,4844.0,5471.0,1963.5,5488.0,8694.0,5780.0,1944.0,7159.0,1342.0,5757.0,2005.0,6647.0,6478.0,2525.0,3883.0,3429.0,1565.5,4213.0
