7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1236.400,4376.000,2666.000,675.600,4475.000,2956.000,31620,862.833,15490,9673,3770.000,10950,2527.000,4120.000,1797.000,6062.000,1486.667,1635.000,5297.000,1463.333,3096.000,3770.000,4347.000,1891.000,21345,1402.000,8090,4788.000,956.250,18710
1233.800,4373.000,2633.500,667.700,4384.500,2926.500,31580,852.333,15405,9583,3710.000,10915,2509.000,4075.000,1784.500,5981.000,1471.667,1629.000,5238.000,1450.667,3050.000,3734.000,4287.000,1881.000,21180,1386.500,8029,4780.000,950.000,18570
1243.800,4310.000,2620.500,667.100,4310.000,2924.000,31350,847.500,15375,9559,3683.000,10840,2520.500,4068.000,1764.500,5988.000,1450.000,1634.000,5256.000,1442.667,3057.000,3706.000,4267.000,1876.000,21015,1386.000,7806,4718.000,951.250,18560
1233.000,4283.000,2616.000,657.900,4289.500,2953.500,30570,845.333,15080,9695,3704.000,10825,2522.000,4024.000,1767.500,5948.000,1443.333,1635.500,5181.000,1434.000,3036.000,3702.000,4268.000,1864.000,21145,1374.000,7787,4661.000,948.750,18660
1247.000,4258.000,2599.500,656.900,4260.000,2936.000,30720,843.833,15235,9630,3674.500,10945,2524.500,4015.000,1753.500,5963.000,1435.000,1631.000,5229.000,1413.000,3079.000,3719.000,4267.000,1861.000,21100,1381.000,7850,4717.000,950.000,18750
1244.000,4298.000,2602.000,653.600,4220.500,2938.000,30000,840.833,15245,9587,3689.000,10685,2521.000,4000.000,1750.000,6017.000,1473.333,1618.000,5319.000,1402.333,3070.000,3655.000,4271.000,1855.000,21015,1369.500,7941,4722.000,922.500,18920
1259.200,4470.000,2604.000,661.200,4254.000,2963.000,30610,855.000,15415,9785,3729.000,10675,2557.000,4028.000,1787.500,6129.000,1505.000,1647.000,5386.000,1411.667,3119.000,3669.000,4277.000,1872.000,21220,1402.000,8111,4823.000,937.500,18955
1272.200,4418.000,2587.000,672.500,4304.500,2960.500,32000,860.833,15770,9810,3776.500,10655,2564.500,4104.000,1780.000,6140.000,1513.333,1648.000,5356.000,1458.000,3188.000,3696.000,4295.000,1893.000,21720,1409.500,8086,4875.000,948.750,19155
1283.400,4381.000,2584.000,682.600,4319.000,2956.500,31590,861.833,15810,10115,3900.500,10890,2581.000,4166.000,1780.000,6130.000,1521.667,1665.000,5377.000,1468.000,3218.000,3706.000,4323.000,1911.000,21650,1401.000,8200,4887.000,945.000,19190
1286.200,4230.000,2564.500,676.200,4274.000,2936.500,31950,854.500,16220,10035,3861.500,10820,2596.500,4151.000,1786.000,6139.000,1520.000,1660.500,5312.000,1461.000,3216.000,3682.000,4288.000,1897.000,21675,1392.500,8125,4862.000,941.250,19250
1296.000,4241.000,2563.500,681.600,4293.500,2936.000,32150,862.000,16645,9982,3913.000,11150,2596.000,4161.000,1797.000,6115.000,1533.333,1659.500,5372.000,1471.667,3245.000,3696.000,4310.000,1912.000,22080,1442.500,8193,4893.000,940.000,19020
1296.000,4241.000,2563.500,681.600,4293.500,2936.000,32150,862.000,16645,9982,3913.000,11150,2596.000,4161.000,1797.000,6115.000,1533.333,1659.500,5372.000,1471.667,3245.000,3696.000,4310.000,1912.000,22080,1442.500,8193,4893.000,940.000,19020
1345.800,4294.000,2567.500,708.900,4452.000,2981.000,32800,870.000,17230,10160,3965.500,11315,2620.500,4288.000,1833.000,6191.000,1553.333,1686.500,5502.000,1508.333,3294.000,3720.000,4407.000,1958.000,22755,1466.000,8461,5025.000,966.250,19435
1340.600,4243.000,2563.000,707.300,4616.000,2969.000,33030,851.167,17210,10100,3970.000,11275,2612.500,4269.000,1845.500,6106.000,1536.667,1691.500,5500.000,1510.000,3310.000,3722.000,4379.000,1959.000,22785,1460.500,8470,5057.000,963.750,19525
1347.600,4193.000,2553.000,719.400,4573.500,2970.500,33170,849.500,16995,10145,3966.000,11415,2592.000,4294.000,1858.000,6091.000,1525.000,1688.000,5630.000,1518.667,3331.000,3683.000,4350.000,1982.000,22845,1445.000,8450,5048.000,962.500,19535
1346.600,4174.000,2508.000,723.700,4540.000,2980.000,33080,855.167,17040,10100,3957.000,11320,2589.500,4319.000,1856.500,6090.000,1521.667,1689.500,5670.000,1500.000,3352.000,3674.000,4366.000,1989.000,22855,1419.000,8425,5036.000,967.500,19470
1356.800,4184.000,2570.000,719.000,4580.000,3005.000,33130,862.833,17290,10140,3955.000,11450,2618.000,4306.000,1874.500,6181.000,1535.000,1691.000,5679.000,1488.000,3362.000,3680.000,4326.000,1988.000,22995,1446.000,8452,5128.000,962.500,19475
1363.000,4099.000,2628.500,719.700,4518.000,3021.000,33360,859.667,16825,10030,3920.500,11280,2631.500,4312.000,1871.000,6156.000,1543.333,1696.000,5661.000,1482.000,3360.000,3687.000,4363.000,1997.000,22690,1446.500,8407,5116.000,952.500,20000
1349.600,4074.000,2574.500,720.600,4517.500,2967.000,33600,844.500,16860,10080,3911.500,11185,2615.500,4270.000,1839.500,6092.000,1540.000,1669.000,5644.000,1460.333,3354.000,3702.000,4359.000,1969.000,22700,1424.500,8378,5108.000,968.750,19975
1353.800,4120.000,2570.000,728.900,4557.500,2956.000,33140,839.500,17155,10180,3963.000,11465,2612.000,4310.000,1850.500,6113.000,1545.000,1664.500,5747.000,1480.667,3362.000,3713.000,4355.000,1985.000,22825,1425.000,8373,5114.000,962.500,19965
1342.000,4186.000,2578.500,730.700,4542.000,2967.000,33190,846.000,17280,10060,3964.500,11395,2615.500,4320.000,1843.000,6214.000,1556.667,1663.000,5693.000,1467.333,3332.000,3688.000,4345.000,1971.000,22790,1431.500,8359,5106.000,952.500,19730
