7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1941.500,9509.000,3837.000,648.000,4981.000,4187.000,76320,4106.000,37340,14950,6254.000,22920,4046.000,4022.000,3562.000,3726.000,3670.000,3117.000,6876.000,2560.000,3210.000,2356.500,5559.000,1556.500,20450,1922.000,15875,4786.000,2839.500,16350
2004.000,9749.000,3968.000,668.200,5235.000,4319.000,77860,4237.000,38340,15165,6480.000,23655,4241.000,4162.000,3859.000,3874.000,3790.000,3285.000,7040.000,2618.500,3279.000,2405.000,5816.000,1604.000,21030,1965.000,16455,4894.000,2948.000,16715
2001.000,9763.000,3978.000,665.400,5355.000,4322.000,78580,4236.000,38090,15545,6507.000,23950,4243.000,4161.000,3865.000,3846.000,3808.000,3294.000,7120.000,2645.500,3293.000,2410.500,5766.000,1599.000,20985,1991.000,16405,4885.000,3016.000,16640
2000.000,9925.000,3987.000,667.700,5494.000,4285.000,79740,4293.000,39140,15620,6609.000,23845,4280.000,4192.000,3879.000,3833.000,3801.000,3336.000,7154.000,2642.000,3321.000,2409.000,5685.000,1596.500,20995,1972.000,16430,4919.000,3011.000,16590
1985.500,9891.000,3968.000,652.700,5504.000,4253.000,79890,4277.000,38830,15455,6539.000,23225,4206.000,4141.000,3850.000,3789.000,3777.000,3281.000,7159.000,2592.000,3291.000,2390.500,5486.000,1602.000,20995,1968.000,16235,4902.000,3012.000,16940
1985.500,9891.000,3968.000,652.700,5504.000,4253.000,79890,4277.000,38830,15455,6539.000,23225,4206.000,4141.000,3850.000,3789.000,3777.000,3281.000,7159.000,2592.000,3291.000,2390.500,5486.000,1602.000,20995,1968.000,16235,4902.000,3012.000,16940
1966.500,9486.000,4000.000,650.100,5451.000,4213.000,76800,4206.000,36700,15035,6357.000,22595,4119.000,4140.000,3788.000,3761.000,3699.000,3264.000,7021.000,2595.500,3222.000,2398.000,5250.000,1615.000,20170,1924.500,15820,4862.000,2868.500,17075
1990.000,9348.000,3951.000,646.300,5500.000,4234.000,78580,4231.000,35090,14800,6324.000,22535,4090.000,4125.000,3781.000,3779.000,3730.000,3246.000,7000.000,2576.500,3195.000,2406.500,5443.000,1614.500,20220,1924.500,15940,4860.000,2890.500,17440
1983.500,9305.000,3911.000,646.000,5469.000,4191.000,78680,4150.000,35760,14860,6251.000,21880,4010.000,4101.000,3740.000,3766.000,3699.000,3206.000,7013.000,2550.000,3226.000,2405.500,5499.000,1617.000,20005,1921.000,15800,4881.000,2895.500,17065
2008.000,9705.000,3969.000,659.200,5650.000,4247.000,85290,4402.000,36660,15160,6487.000,22435,4120.000,4186.000,3904.000,3828.000,3784.000,3308.000,7109.000,2610.500,3279.000,2434.000,5613.000,1638.000,20190,2004.000,16345,4996.000,3049.000,17230
2000.000,9646.000,3971.000,675.300,5549.000,4227.000,84200,4257.000,36720,14720,6422.000,21965,4041.000,4101.000,3779.000,3817.000,3673.000,3200.000,7035.000,2569.500,3275.000,2429.000,5568.000,1625.500,20070,1976.500,15925,4953.000,2990.000,17490
