7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1299.600,2072.000,1723.000,632.200,3969.500,2408.333,40365,552.167,6950,7044,4295.500,6814,2163.500,4399.500,1336.500,4804.500,1138.333,1665.500,5009.000,1171.000,3479.000,3766.000,4281.000,2000.000,19120,1699.000,6644,3651.500,978.750,16505
1360.000,2301.000,1716.250,638.400,4013.500,2516.000,41500,565.500,7220,7203,4395.000,7076,2212.500,4543.000,1368.500,4894.500,1141.667,1683.500,5290.000,1221.833,3536.500,3930.000,4317.000,2038.000,19660,1791.500,6841,3775.000,1031.250,17115
1361.600,2309.500,1716.000,636.500,3920.000,2464.000,42450,576.333,7300,7360,4406.000,7059,2225.000,4538.500,1387.000,4915.500,1156.667,1672.000,5333.000,1219.000,3622.000,3987.500,4377.000,2059.000,19605,1778.000,6799,3812.500,1051.250,16890
1362.400,2231.000,1700.000,623.700,3912.000,2456.000,42235,567.833,7427,7327,4364.500,7007,2187.500,4431.000,1381.500,4856.000,1130.000,1641.000,5320.000,1207.500,3616.500,3927.000,4283.000,2023.000,19690,1753.000,6930,3804.500,1055.000,16605
1363.400,2258.000,1704.750,628.500,3890.000,2437.333,42325,572.833,7528,7405,4367.500,7139,2236.000,4427.000,1367.000,4907.000,1140.000,1679.000,5299.000,1192.000,3644.500,3932.500,4302.000,2030.000,19965,1779.000,6780,3829.000,1066.250,16740
1342.400,2344.000,1635.500,630.900,3860.500,2437.667,41430,566.833,7407,7417,4350.000,7187,2281.000,4463.000,1385.500,4873.500,1125.000,1652.500,5274.000,1194.167,3588.500,3890.000,4298.000,2032.000,19660,1752.500,6754,3826.000,1051.250,16820
1362.600,2354.000,1635.250,634.700,3944.500,2565.000,43115,573.500,7735,7525,4390.500,7298,2283.500,4483.500,1385.000,4901.000,1146.667,1660.000,5369.000,1206.667,3532.000,3951.500,4424.000,2038.000,20090,1786.500,6600,3757.500,1066.250,17115
1367.800,2365.500,1618.250,634.100,3971.500,2542.333,43480,571.833,7759,7556,4342.500,7112,2278.000,4476.000,1372.500,4892.500,1150.000,1642.000,5349.000,1209.167,3592.000,3926.500,4457.000,2037.000,20310,1789.000,6497,3801.000,1087.500,17400
1386.000,2350.000,1639.250,643.200,4086.000,2544.667,44285,577.333,7925,7631,4376.500,7128,2300.000,4526.500,1388.500,4930.000,1148.333,1647.000,5408.000,1227.833,3626.000,3934.500,4544.000,2041.000,20550,1787.000,6286,3828.500,1087.500,17590
1393.800,2401.500,1646.000,645.100,4071.500,2528.000,44205,579.833,7723,7725,4438.000,7121,2318.500,4444.500,1369.500,4967.500,1130.000,1638.500,5487.000,1247.000,3720.000,3918.000,4550.000,2050.000,20590,1810.000,6268,3881.500,1102.500,17945
1365.000,2329.000,1607.500,659.000,3978.000,2452.667,42615,565.333,7679,7482,4298.000,6912,2277.000,4360.500,1337.000,4865.500,1083.333,1614.000,5380.000,1210.500,3630.000,3832.000,4467.000,2004.000,19760,1772.000,6200,3767.500,1052.500,17120
1399.600,2478.500,1641.000,669.900,4008.000,2541.667,43535,575.833,7740,7723,4425.000,7094,2308.000,4419.500,1349.500,4950.000,1113.333,1630.000,5462.000,1234.667,3676.000,3845.000,4548.000,2015.000,20170,1805.000,6301,3832.000,1065.000,17600
1405.000,2441.500,1635.000,671.000,3943.000,2533.000,43030,573.667,7679,7722,4465.000,7184,2304.000,4473.000,1359.500,4949.000,1103.333,1627.000,5506.000,1285.833,3621.500,3875.500,4500.000,2031.000,19900,1791.500,6434,3867.000,1057.500,17510
1419.600,2410.500,1610.250,670.200,3875.000,2569.000,42845,580.333,7671,7773,4468.500,7179,2292.500,4469.000,1339.500,4966.000,1100.000,1627.500,5526.000,1259.667,3676.500,3900.500,4500.000,2047.000,19900,1780.500,6726,3911.000,1047.500,17545
1417.800,2433.500,1598.750,671.000,3895.000,2562.333,43100,584.167,7734,7878,4442.000,7180,2266.500,4482.000,1325.000,4973.500,1091.667,1620.500,5531.000,1275.833,3690.000,3935.000,4482.000,2042.000,20160,1762.000,6781,3917.500,1052.500,17530
1417.800,2433.500,1598.750,671.000,3895.000,2562.333,43100,584.167,7734,7878,4442.000,7180,2266.500,4482.000,1325.000,4973.500,1091.667,1620.500,5531.000,1275.833,3690.000,3935.000,4482.000,2042.000,20160,1762.000,6781,3917.500,1052.500,17530
1438.000,2582.500,1589.000,680.500,3976.000,2531.000,42570,582.167,7819,7925,4575.000,7546,2256.000,4528.000,1355.000,4989.500,1075.000,1663.500,5496.000,1302.500,3741.500,3898.000,4480.500,2040.000,19985,1722.000,6798,3980.500,1040.000,17475
1436.000,2548.500,1612.500,678.700,4021.000,2543.333,42540,589.167,7849,7857,4554.000,7575,2262.000,4489.000,1367.500,4989.500,1068.333,1680.000,5489.000,1295.167,3633.500,3809.000,4437.000,2040.000,19910,1708.500,6827,4009.000,1037.500,17435
1429.400,2500.000,1590.000,670.300,3967.000,2507.333,42625,580.667,8060,7848,4530.000,7546,2220.000,4427.500,1342.500,4940.500,1061.667,1655.000,5485.000,1264.000,3512.500,3786.500,4393.000,2017.000,19875,1697.500,6798,3966.000,1033.750,16980
1462.800,2600.000,1587.750,686.400,3981.500,2534.667,43205,583.167,8087,7990,4582.500,7875,2245.000,4475.000,1366.000,4972.000,1071.667,1637.500,5543.000,1293.500,3571.500,3802.500,4427.500,2045.000,20020,1707.000,6781,4079.500,1080.000,17275
