RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM-A.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
121.590,77.280,154.770,48.710,102.630,41.050,73.820,113.550,65.570,173.037,66.630,61.080,71.890,53.720,38.540,55.420,22.180,184.930,25.250,2740.020,62.680,25.650,23.480,117.810,201.260,65.840,197.440,59.880,95.280,70.370
124.060,78.890,157.980,50.260,105.660,41.650,75.270,116.650,66.710,172.124,67.670,61.380,73.600,55.230,39.250,57.360,22.820,187.250,25.880,2775.840,64.440,25.730,23.230,118.490,198.210,67.430,200.850,59.610,98.650,69.740
122.920,77.600,157.120,50.180,104.750,41.630,74.470,115.350,65.890,172.373,67.710,61.300,74.420,54.750,39.350,56.390,22.880,185.750,25.700,2756.690,64.230,25.720,23.100,117.200,198.540,67.410,198.300,59.000,96.560,69.990
123.710,78.000,154.300,50.520,102.810,42.550,74.890,117.650,66.500,171.481,67.270,61.220,76.700,55.100,39.790,57.390,23.380,183.220,25.840,2788.550,65.220,25.710,22.940,117.170,198.190,67.770,199.160,59.150,97.240,69.730
123.090,77.880,156.080,50.680,105.910,42.660,75.190,117.510,66.430,170.931,66.160,61.340,79.330,55.690,40.490,57.400,23.510,180.550,25.920,2718.150,66.370,25.820,22.690,115.460,195.050,67.620,198.010,58.690,96.440,67.860
123.300,78.990,153.610,51.030,104.050,42.190,74.970,117.190,66.310,170.423,65.180,61.400,78.700,55.690,40.420,57.330,23.120,181.590,25.730,2695.670,66.260,25.360,22.870,115.420,196.650,67.380,197.740,58.100,95.760,68.810
123.890,79.120,152.410,50.620,102.040,42.210,75.270,116.340,66.130,170.246,64.580,61.370,78.450,55.250,40.430,57.050,23.210,181.180,25.720,2702.640,67.030,25.300,22.670,116.460,194.640,67.400,198.290,57.510,96.220,68.030
123.970,78.830,152.260,50.100,102.030,42.760,73.470,116.360,65.790,172.197,64.590,61.640,79.640,54.620,39.740,56.990,22.300,181.480,25.790,2754.870,65.860,25.490,22.600,116.560,194.590,67.280,198.070,57.400,96.190,68.010
124.820,79.840,153.210,49.940,102.500,43.510,74.680,118.240,66.420,172.238,64.840,61.800,80.420,54.470,39.990,57.270,22.590,180.200,25.800,2750.320,66.790,25.660,22.360,117.210,192.920,67.750,197.650,57.630,97.760,66.630
125.180,79.920,155.490,49.160,103.610,44.100,73.930,118.270,66.310,175.340,65.040,60.370,78.040,54.440,39.730,57.640,22.160,182.490,25.670,2758.400,66.190,25.480,22.370,117.020,192.950,67.360,197.870,58.410,98.800,66.870
125.830,80.580,155.890,49.230,103.500,44.170,73.520,118.610,66.690,176.014,64.960,60.000,78.850,54.460,39.990,58.020,22.420,181.680,25.530,2747.750,66.200,25.420,21.790,116.600,191.540,67.240,198.070,58.400,99.540,66.630
