7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1154.600,1760.000,1395.250,588.000,3713.000,2045.000,35480,575.333,5809,5681,3935.000,5673,1936.000,4494.000,1264.000,4797.000,850.667,1547.000,5319.000,1002.333,3709.000,3170.000,3778.000,2080.000,17175,1255.800,6180,3621.000,856.250,11640
1162.200,1746.000,1423.250,586.000,3737.000,2031.667,35890,576.667,5791,5726,3975.000,5736,1932.000,4504.000,1275.000,4810.000,846.000,1564.000,5271.000,1003.333,3685.000,3129.000,3868.000,2070.000,17295,1278.000,6120,3703.000,852.500,11735
1152.400,1783.000,1454.750,586.000,3795.500,2052.333,36975,575.333,5875,5708,4040.000,5747,1947.000,4546.000,1286.000,4873.000,849.000,1590.000,5283.000,1015.000,3732.000,3222.000,3903.000,2070.000,17300,1268.600,6340,3749.000,871.250,11590
1173.800,1825.000,1473.250,602.000,3979.500,2068.667,37650,581.667,6043,5662,4115.000,5833,1965.000,4648.000,1300.000,4905.000,860.333,1603.000,5341.000,1023.667,3796.000,3229.000,3913.000,2110.000,17465,1290.400,6370,3769.000,881.250,11715
1177.800,1844.000,1485.000,602.000,4017.000,2056.333,38400,591.333,6137,5781,4115.000,5841,1978.000,4665.000,1308.000,4944.000,866.000,1623.000,5410.000,1017.667,3810.000,3222.000,3951.000,2110.000,17785,1301.000,6370,3809.000,881.250,11885
1164.200,1864.000,1459.500,599.000,3986.500,2015.000,37690,582.000,6150,5692,4120.000,5862,1964.000,4609.000,1304.000,4928.000,855.000,1579.000,5367.000,1010.667,3732.000,3191.000,3942.000,2090.000,17325,1287.600,6220,3792.000,878.750,11940
1168.400,1867.000,1487.500,600.000,4089.000,2023.667,37870,587.000,6212,5758,4090.000,5844,1975.000,4611.000,1295.000,4964.000,859.667,1576.000,5385.000,1027.667,3840.000,3201.000,3910.000,2080.000,17670,1300.000,6150,3800.000,885.000,11980
1145.600,1840.000,1475.750,587.000,3931.000,1953.667,36760,582.000,6049,5618,4025.000,5623,1927.000,4525.000,1261.000,4905.000,841.667,1532.000,5222.000,1009.667,3765.000,3146.000,3839.000,2070.000,17105,1279.800,6050,3725.000,852.500,11675
1144.000,1839.000,1502.000,582.000,3996.500,1949.667,36690,578.667,6160,5578,3965.000,5592,1921.000,4479.000,1251.000,4892.000,837.000,1486.000,5236.000,1022.667,3721.000,3131.000,3832.000,2050.000,17030,1272.000,6100,3694.000,840.000,11645
1110.200,1761.000,1456.500,561.000,3864.500,1871.333,35850,559.667,5898,5426,3860.000,5374,1871.000,4357.000,1213.000,4752.000,801.333,1450.000,5029.000,1005.000,3607.000,3016.000,3703.000,2020.000,16595,1210.000,5860,3563.000,803.750,11225
