RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM-A.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
133.620,90.660,157.210,51.700,104.680,45.030,78.750,130.470,68.440,170.578,63.170,60.210,106.890,54.910,46.740,62.440,25.290,181.520,27.190,2285.480,68.850,27.020,22.220,117.230,181.940,66.300,196.720,64.720,101.860,63.750
136.210,88.460,160.220,52.560,106.350,45.210,80.160,128.680,68.770,171.004,63.570,59.860,112.210,55.480,47.290,62.030,25.920,181.800,27.150,2274.060,69.620,27.040,22.260,115.460,183.070,66.230,195.570,63.910,101.990,64.030
136.750,89.050,162.170,52.830,106.850,46.320,81.860,130.710,69.960,170.921,65.300,60.500,112.570,56.180,47.970,63.080,26.300,182.300,27.380,2295.880,70.070,27.310,22.470,116.800,185.910,67.000,195.540,64.390,102.740,64.840
137.210,88.770,160.630,52.850,105.700,45.660,81.180,130.620,70.290,172.010,65.080,60.700,110.590,56.130,47.830,63.050,26.130,184.380,27.290,2269.280,70.620,27.460,22.210,117.580,184.910,67.280,196.620,64.280,102.540,64.430
136.540,87.270,159.880,52.700,103.740,44.380,79.390,127.920,69.040,174.033,65.180,60.530,109.400,55.900,47.060,61.730,25.490,183.320,27.110,2244.350,69.920,27.300,21.680,117.460,179.000,67.200,194.000,63.520,102.510,62.530
137.060,87.190,162.170,52.970,104.030,44.730,79.640,127.380,68.710,175.444,65.110,60.590,112.100,55.880,47.060,61.370,25.470,183.800,27.060,2315.460,70.540,27.320,21.540,117.680,183.090,66.530,195.410,63.230,103.450,61.790
135.390,85.620,160.640,52.580,102.330,43.640,79.330,125.420,67.300,174.385,64.590,60.040,108.970,54.730,46.640,58.820,25.690,183.150,26.440,2340.000,70.130,26.670,21.520,116.860,180.330,65.430,192.520,61.110,102.430,62.170
133.110,83.770,159.710,52.360,101.180,41.490,77.990,122.100,65.730,171.896,62.900,59.760,104.860,53.770,46.270,57.710,25.380,181.240,25.950,2289.840,69.460,26.440,22.010,115.580,180.500,64.280,190.110,61.970,100.430,62.830
131.270,80.900,159.550,52.480,100.720,39.910,74.740,119.630,65.760,172.103,62.520,60.070,101.680,53.780,43.830,56.820,23.710,182.090,25.340,2310.000,66.620,26.570,23.380,114.590,186.620,62.600,188.910,60.910,98.240,65.580
132.760,81.000,158.760,52.300,99.800,40.320,73.230,120.460,66.000,174.188,62.930,59.170,104.040,54.180,43.070,57.410,23.250,184.440,25.720,2350.000,65.220,26.750,23.330,114.170,187.070,62.950,187.390,61.670,100.040,65.460
130.540,79.400,158.510,50.380,106.100,39.600,69.770,118.260,65.220,173.493,60.940,59.760,100.380,51.450,40.270,56.570,21.730,185.770,24.880,2312.350,62.950,26.780,24.050,116.650,186.420,61.330,186.680,60.640,95.840,66.290
130.500,79.330,162.590,50.780,109.300,40.350,69.750,119.460,65.720,176.336,62.610,59.830,99.680,51.450,40.050,57.260,21.810,186.680,24.710,2330.960,62.850,26.910,23.860,115.800,187.650,61.570,188.760,61.000,97.090,66.060
127.260,77.900,158.300,50.190,106.140,39.290,68.650,117.070,65.810,177.124,61.590,60.020,99.840,51.030,39.540,57.020,21.340,184.620,24.060,2316.190,61.560,26.870,24.890,116.060,197.110,60.560,189.400,61.480,93.880,69.810
128.550,77.750,157.620,50.740,105.800,39.760,70.420,117.160,65.760,178.338,62.720,60.750,100.830,51.670,40.610,56.780,22.160,185.140,24.420,2380.000,63.600,27.380,24.890,116.390,197.630,61.560,189.120,62.490,95.480,69.480
129.780,78.490,157.460,50.840,105.970,40.920,72.530,118.830,66.600,179.012,62.830,60.600,103.100,52.290,41.730,57.670,23.140,182.940,24.670,2357.790,65.490,27.150,24.250,114.220,192.980,62.320,189.620,62.350,96.440,67.880
127.990,78.090,156.300,50.260,104.220,40.130,71.270,117.560,66.480,179.002,63.480,60.210,102.050,51.980,41.180,57.380,22.740,181.450,24.460,2352.570,64.780,27.020,24.710,114.610,194.700,62.020,190.370,62.120,95.490,68.990
127.070,77.330,154.610,49.990,102.590,40.160,70.590,115.790,66.170,179.977,63.970,60.290,100.460,51.300,40.530,56.720,21.580,179.980,24.370,2384.690,63.680,27.150,25.090,115.200,196.930,61.270,192.520,62.500,94.010,70.130
126.810,77.620,156.110,50.430,103.190,41.140,70.600,116.010,65.850,181.128,64.660,60.790,98.560,52.000,39.790,56.660,21.320,183.430,24.340,2391.350,63.500,27.300,25.440,116.290,198.330,61.430,193.410,62.760,92.670,70.960
127.770,79.140,156.520,50.280,103.510,40.890,71.940,117.150,66.500,180.828,65.370,60.700,99.040,52.440,40.620,56.290,22.200,182.330,24.320,2439.900,64.800,27.200,25.260,118.720,196.500,62.100,192.000,62.700,93.900,70.360
127.140,79.860,156.280,49.960,103.350,40.810,73.130,117.200,66.660,180.506,65.680,60.410,98.070,52.620,41.110,55.990,22.770,183.360,24.210,2425.030,66.380,27.050,25.420,119.960,197.850,62.100,190.970,63.440,93.210,71.040
128.120,80.340,156.450,51.310,102.950,42.330,73.990,119.060,67.830,180.734,66.800,60.590,98.590,53.860,41.620,56.680,23.220,184.610,24.380,2432.550,68.100,27.010,25.140,121.220,196.410,62.260,189.550,63.550,95.040,70.140
128.460,80.370,157.300,51.520,102.720,42.780,74.300,119.440,67.790,181.294,67.580,60.980,98.300,52.580,41.940,56.840,23.450,186.630,24.570,2490.000,67.990,27.200,25.190,122.690,197.260,62.510,192.260,64.500,96.080,69.510
129.250,80.950,159.470,51.530,104.070,44.030,74.790,120.380,68.070,182.415,67.950,60.540,99.810,52.570,41.960,57.310,23.580,188.100,24.800,2540.910,68.730,26.830,25.090,123.170,197.130,63.140,193.420,62.640,96.670,68.900
