7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1430.800,6873.000,2533.500,526.400,5038.000,3051.000,54270,2279.333,23330,12145,3653.000,14670,2665.500,3457.000,2428.500,3773.000,3826.667,1732.500,4189.000,1896.333,2796.500,2152.000,3742.000,1462.000,18130,1736.500,11375,3646.000,1996.000,18330
1408.800,6805.000,2459.000,520.100,5088.000,3050.000,53520,2243.333,22880,11975,3601.000,14320,2632.000,3403.000,2408.500,3800.000,3801.667,1705.000,4117.000,1863.667,2763.000,2146.000,3639.000,1444.000,17695,1686.500,11105,3579.000,2002.000,17980
1394.800,6811.000,2505.000,508.400,5008.000,3220.000,54140,2237.333,22850,11715,3544.000,14290,2638.500,3331.000,2414.500,3764.000,3761.667,1728.000,4070.000,1848.667,2741.500,2136.500,3544.000,1417.000,17660,1680.500,11285,3554.000,1992.000,17850
1401.600,6929.000,2544.000,505.900,5092.000,3270.000,55040,2271.000,22960,12000,3692.000,14440,2665.500,3309.000,2433.000,3896.000,3820.000,1778.000,4027.000,1837.667,2809.000,2164.500,3628.000,1419.000,17625,1711.500,11080,3583.000,1995.000,17960
1358.800,6704.000,2493.000,487.400,4783.000,3217.000,54770,2223.333,22435,11780,3621.000,13970,2600.000,3176.000,2375.500,3817.000,3770.000,1737.500,3876.000,1783.333,2687.500,2112.500,3842.000,1370.000,17150,1652.000,10985,3461.000,1958.000,17155
1299.000,6214.000,2460.000,432.400,4284.000,3242.000,53120,2085.000,21220,11110,3317.000,13150,2471.500,2891.500,2243.500,3680.000,3673.333,1617.000,3645.000,1692.667,2496.500,2034.000,3759.000,1190.000,16155,1584.000,10610,3279.000,1892.500,16480
1320.000,6419.000,2421.500,439.700,4388.000,3222.000,52750,2118.333,22045,11275,3352.000,13320,2460.500,2947.500,2280.000,3759.000,3741.667,1622.000,3638.000,1696.333,2542.500,2103.500,3722.000,1223.000,16080,1645.000,10655,3271.000,1911.500,16940
1307.000,6145.000,2427.000,442.600,4229.000,3109.000,51750,2041.667,20835,10850,3253.000,12920,2421.500,2958.000,2227.000,3679.000,3651.667,1588.000,3652.000,1645.333,2508.000,2091.000,3737.000,1235.000,16225,1596.000,10220,3317.000,1887.000,16330
1261.800,5882.000,2400.500,418.400,3964.000,3052.000,48850,1963.000,20125,10320,3027.000,12535,2349.500,2794.500,2142.000,3373.000,3583.333,1517.500,3537.000,1579.333,2437.500,2039.000,3665.000,1180.000,15525,1560.000,9706,3221.000,1792.000,15965
1216.800,5811.000,2357.000,397.100,3764.000,2763.000,46230,1898.667,18840,9467,2889.000,11860,2246.500,2644.000,2014.000,3105.000,3401.667,1457.000,3395.000,1511.333,2290.000,1957.500,3422.000,1125.000,14325,1579.000,9074,3117.000,1614.000,15180
1188.200,5633.000,2271.500,394.500,3670.000,2859.500,46000,1842.667,18190,9139,2903.500,11675,2234.500,2651.500,1971.500,3033.000,3500.000,1433.000,3205.000,1457.000,2213.000,1914.000,3238.000,1127.000,14040,1470.500,8825,2980.500,1470.500,15505
