7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1344.000,6973.000,2448.500,437.000,5018.000,3167.000,61880,3168.667,22455,12600,3579.000,15950,2482.000,3091.000,2330.000,4114.000,5266.667,1644.000,4101.000,1537.333,2794.500,2142.500,3693.000,1329.000,19210,1969.500,11645,3520.000,1881.500,18230
1354.800,7133.000,2468.000,443.000,5185.000,3159.000,61750,3030.000,22675,12630,3640.000,16280,2488.000,3169.000,2375.500,4159.000,5250.000,1693.500,4198.000,1542.667,2824.500,2168.500,3806.000,1343.000,19430,1932.500,11905,3552.000,1936.000,18425
1383.000,7151.000,2454.000,444.600,5121.000,3165.000,63540,3058.000,22905,12690,3661.000,16470,2513.000,3173.000,2383.000,4133.000,5376.667,1743.000,4302.000,1572.333,2897.500,2151.500,3844.000,1351.000,19655,1899.000,11660,3648.000,1985.000,18605
1394.800,7267.000,2500.000,450.900,5175.000,3214.000,63800,3057.333,23185,12630,3662.000,16600,2495.000,3198.000,2368.500,4036.000,5420.000,1729.500,4304.000,1617.000,2916.000,2172.500,3859.000,1356.000,19630,1859.000,11765,3639.000,2009.000,18455
1413.400,7280.000,2511.000,462.600,5220.000,3199.000,63940,3033.333,23840,12535,3761.000,16920,2508.500,3279.000,2367.500,4041.000,5451.667,1746.000,4344.000,1630.333,3026.000,2178.000,3844.000,1389.000,19955,1856.000,11550,3680.000,1977.500,18830
1433.400,7396.000,2532.000,483.200,5324.000,3228.000,65030,3071.667,24190,12750,3753.000,16680,2543.500,3425.000,2399.000,4057.000,5226.667,1782.000,4370.000,1688.000,3040.000,2204.500,3900.000,1458.000,20755,1852.500,11565,3748.000,1945.500,18955
1424.200,7402.000,2548.500,478.500,5358.000,3241.000,65890,3063.333,23535,12490,3761.000,16950,2507.500,3400.000,2370.000,4129.000,5128.333,1759.500,4290.000,1716.000,3026.000,2223.500,3913.000,1452.000,20880,1806.000,11680,3759.000,1939.500,18885
1418.800,7496.000,2512.000,469.000,5355.000,3191.000,66040,2989.333,23880,12770,3709.000,16760,2491.500,3326.000,2353.000,4115.000,5270.000,1748.000,4237.000,1697.000,3039.000,2206.000,3889.000,1430.000,20440,1839.500,11925,3703.000,1921.000,18715
1381.000,7495.000,2515.000,445.900,5185.000,3171.000,63320,2912.667,23510,12650,3528.000,16515,2400.500,3210.000,2317.500,4062.000,5285.000,1688.500,4052.000,1614.333,2867.000,2162.000,3809.000,1368.000,20200,1801.000,11885,3599.000,1863.500,18380
1370.600,7404.000,2490.500,439.500,5071.000,3164.000,64000,2944.000,23165,12455,3573.000,16415,2409.000,3151.000,2334.500,3989.000,5415.000,1676.500,4010.000,1602.667,2815.500,2149.000,3733.000,1358.000,19900,1737.500,11880,3561.000,1850.000,18170
1340.000,7317.000,2474.000,429.100,4905.000,3141.000,60800,2874.000,21880,11850,3425.000,15915,2341.500,3105.000,2270.000,3922.000,5333.333,1635.000,3903.000,1575.333,2741.000,2104.500,3579.000,1337.000,18855,1741.500,11615,3468.000,1774.500,17705
1404.200,7480.000,2519.500,450.000,5042.000,3207.000,63000,2974.667,23070,12490,3596.000,16665,2422.000,3248.000,2346.500,4100.000,5616.667,1702.500,4135.000,1633.333,2953.000,2167.000,3719.000,1383.000,20125,1790.500,12060,3642.000,1902.000,18095
1388.800,7669.000,2503.500,446.900,5295.000,3205.000,62860,2993.333,23060,12505,3566.000,16495,2390.500,3202.000,2324.500,4001.000,5531.667,1671.500,4100.000,1609.333,2918.500,2167.500,3722.000,1373.000,19900,1780.000,12225,3575.000,1895.500,17730
1377.400,7665.000,2494.000,442.400,5446.000,3160.000,61770,2955.000,23205,12380,3542.000,16500,2381.500,3168.000,2332.500,3992.000,5586.667,1674.000,4076.000,1591.333,2900.000,2168.500,3666.000,1365.000,19485,1757.500,12320,3540.000,1924.000,17415
1370.200,7612.000,2488.000,439.200,5483.000,3139.000,62950,2970.667,24860,12405,3489.000,16570,2357.500,3140.000,2326.000,4024.000,5591.667,1674.500,3984.000,1578.000,2873.000,2181.500,3708.000,1356.000,19580,1770.500,12170,3509.000,1909.000,17615
1363.600,7607.000,2496.000,437.500,5512.000,3167.000,62710,2991.333,25085,12345,3460.000,16625,2317.500,3115.000,2331.000,4031.000,5773.333,1654.500,4010.000,1571.333,2850.500,2174.500,3708.000,1355.000,19380,1799.000,12110,3516.000,1895.500,17080
1379.200,7640.000,2515.500,439.500,5497.000,3180.000,62650,2953.667,25540,12265,3528.000,16785,2320.000,3136.000,2336.000,4008.000,5746.667,1655.000,4177.000,1573.667,2879.000,2170.500,3647.000,1354.000,19345,1840.000,12445,3548.000,1889.000,17255
1395.400,7650.000,2509.000,437.500,5396.000,3179.000,62970,2962.000,25495,12290,3476.000,16925,2296.500,3114.000,2310.500,4003.000,5726.667,1629.500,4221.000,1567.000,2855.000,2147.000,3581.000,1344.000,19550,1823.000,12635,3550.000,1918.500,17135
1359.000,7555.000,2491.000,426.700,5370.000,3170.000,62090,2983.333,25545,12280,3400.000,16860,2263.500,3022.000,2296.000,3930.000,5810.000,1591.500,4104.000,1553.333,2779.500,2099.500,3482.000,1318.000,19370,1818.000,12570,3511.000,2132.500,16860
1373.600,7519.000,2521.000,432.300,5533.000,3225.000,62100,2994.333,26385,12480,3448.000,17175,2276.500,3073.000,2343.000,3970.000,5821.667,1623.000,4279.000,1594.333,2776.000,2100.500,3525.000,1338.000,19315,1851.000,13205,3512.000,2108.000,17265
1351.800,7313.000,2503.500,422.500,5380.000,3161.000,60640,2942.000,26075,12280,3395.000,16925,2233.000,3011.000,2314.000,3882.000,5821.000,1596.000,4151.000,1537.667,2708.500,1997.000,3479.000,1319.000,18965,1813.500,12770,3455.000,2070.000,16700
1352.400,7384.000,2515.500,421.600,5450.000,3234.000,61700,2935.333,26440,12595,3403.000,17335,2270.000,3032.000,2321.500,3848.000,5765.000,1594.500,4205.000,1566.000,2755.500,2001.500,3520.000,1322.000,19260,1799.500,12620,3469.000,2075.500,16690
