7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1217.400,1855.000,1707.000,618.300,3738.500,2013.333,34150,626.167,6666,6512,3923.500,7115,2160.500,4242.000,1313.500,4700.000,1135.000,1658.500,4755.000,1074.167,3602.000,3591.500,4350.500,1998.000,18000,1398.000,7739,3688.000,912.500,14670
1208.200,1866.000,1687.250,605.400,3598.500,2016.667,34075,627.000,6689,6504,3937.000,7253,2179.000,4187.500,1319.000,4659.500,1148.333,1664.000,4733.000,1073.167,3547.000,3645.000,4358.000,1971.000,17910,1435.500,7830,3694.500,906.250,14670
1208.400,1849.000,1689.500,600.600,3612.500,1996.667,33565,623.167,6623,6430,3861.500,7034,2142.000,4132.500,1300.500,4659.500,1141.667,1639.000,4679.500,1054.333,3520.000,3563.000,4294.000,1969.000,17785,1439.500,7579,3658.500,893.750,14505
1197.800,1812.000,1642.750,589.300,3486.000,1966.333,33320,622.167,6607,6336,3816.000,6708,2133.500,4068.000,1302.500,4634.500,1113.333,1643.000,4621.000,1042.333,3493.500,3485.000,4267.500,1951.000,17705,1440.500,7433,3635.500,886.250,14295
1205.600,1786.500,1706.000,592.100,3520.500,1980.000,33350,625.500,6665,6351,3800.000,6649,2120.000,4100.000,1313.000,4601.500,1136.667,1668.500,4641.000,1037.000,3505.000,3496.500,4240.500,1968.000,17770,1428.500,7427,3620.000,903.750,14305
1181.000,1745.500,1660.000,572.700,3400.500,1906.667,32105,607.833,6318,6157,3703.500,6486,2049.000,3999.000,1284.500,4536.000,1115.000,1633.000,4517.000,1012.500,3410.500,3362.500,4169.500,1937.000,17245,1409.000,7155,3545.000,840.000,13845
1188.000,1763.500,1677.000,582.900,3418.000,2001.667,33100,618.167,6501,6288,3809.500,6617,2088.500,4053.000,1293.000,4618.500,1100.000,1668.000,4601.000,1049.667,3455.000,3504.500,4283.000,1951.000,17465,1439.000,7373,3528.000,878.750,14180
1198.000,1774.500,1663.500,589.200,3404.500,1973.333,32885,624.333,6574,6327,3835.500,6684,2115.000,4065.000,1301.000,4637.000,1111.667,1697.000,4589.500,1047.333,3454.500,3504.500,4299.500,1957.000,17550,1450.000,7311,3531.000,886.250,14330
1199.800,1815.500,1659.000,592.000,3487.000,1975.333,32885,619.333,6578,6299,3876.000,6684,2130.000,4085.000,1297.000,4617.000,1098.333,1702.000,4592.000,1058.167,3490.500,3497.500,4298.500,1957.000,17475,1441.000,7424,3543.000,896.250,14305
1201.800,1835.000,1692.750,593.100,3528.000,1995.667,33005,622.833,6576,6381,3893.500,6670,2148.000,4116.000,1313.500,4660.000,1105.000,1706.500,4602.000,1075.000,3469.000,3520.500,4379.500,1964.000,17630,1470.000,7478,3548.500,897.500,14620
1198.200,1874.000,1693.250,588.900,3506.000,1987.667,33030,624.833,6685,6398,3876.500,6531,2150.500,4115.000,1320.500,4677.500,1105.000,1699.500,4613.500,1067.333,3474.000,3548.000,4370.500,1965.000,17710,1493.500,7453,3559.500,886.250,14855
1195.000,1877.000,1673.250,590.000,3521.500,1981.000,32695,625.000,6975,6387,3878.000,6596,2151.000,4085.000,1326.500,4665.500,1275.000,1713.000,4640.500,1068.333,3465.000,3573.000,4363.500,1963.000,17505,1490.000,7380,3536.500,881.250,14775
1197.000,1913.500,1693.750,590.700,3592.500,1977.667,32850,627.667,6976,6447,3910.000,6872,2172.000,4126.000,1328.000,4690.500,1248.333,1717.000,4702.500,1074.000,3482.000,3620.000,4375.500,1968.000,17845,1496.500,7424,3547.000,897.500,15080
1190.200,1937.000,1727.000,589.800,3642.500,1990.333,32800,618.333,7035,6475,3882.500,6823,2173.500,4142.000,1329.500,4686.500,1226.667,1715.500,4662.000,1064.500,3499.000,3614.500,4363.000,1967.000,17875,1495.500,7376,3559.500,901.250,15085
1198.000,1952.000,1741.500,601.800,3676.000,2022.333,32985,621.833,7020,6494,3896.500,6960,2185.000,4198.000,1336.000,4720.000,1258.333,1727.500,4693.500,1083.167,3579.500,3631.000,4394.500,1989.000,18000,1515.000,7358,3636.500,923.750,15140
1188.600,1954.500,1727.500,602.000,3679.000,2032.000,32900,621.500,7086,6522,3878.000,7052,2171.500,4183.000,1327.000,4722.500,1220.000,1716.500,4642.000,1084.500,3572.000,3630.500,4340.000,1985.000,17910,1515.500,7277,3688.000,913.750,15045
1197.000,1972.000,1727.500,603.900,3698.500,2050.000,33355,617.500,7146,6540,3943.000,7093,2183.000,4190.000,1335.500,4716.000,1108.333,1721.500,4680.500,1070.833,3575.000,3636.000,4328.000,1986.000,17945,1511.000,7364,3675.500,927.500,15015
