7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
412.04510498046875,190.30899047851562,22.398212432861328,215.5272674560547,1134.0924072265625,335.33251953125,5261.93359375,327.2620544433594,841.2530517578125,635.4541625976562,341.7090759277344,1649.5614013671875,321.9286804199219,583.1636352539062,543.338623046875,1970.73583984375,388.1158752441406,331.0692138671875,422.2076416015625,404.3596496582031,536.453369140625,1180.752197265625,610.4739379882812,678.8154907226562,2038.8121337890625,432.3006896972656,282.2799377441406,1118.7208251953125,303.5684814453125,1133.34521484375
397.5344543457031,187.11524963378906,21.935033798217773,211.6899871826172,1114.4127197265625,332.944580078125,5214.55517578125,326.48834228515625,827.8611450195312,625.089111328125,333.1077880859375,1589.39013671875,313.0449523925781,572.6954345703125,519.631591796875,1982.554443359375,384.5702209472656,321.9404602050781,415.47998046875,391.186767578125,516.6007080078125,1165.73681640625,612.5274047851562,666.8010864257812,1996.9827880859375,435.8268127441406,274.6963195800781,1084.556396484375,298.89825439453125,1138.750732421875
400.5460510253906,193.3148651123047,21.802696228027344,215.5272674560547,1124.02392578125,331.2389221191406,4755.58056640625,324.94110107421875,852.2098388671875,637.0485229492188,346.4007873535156,1675.349365234375,320.8710021972656,586.2275390625,527.3203125,1976.645263671875,382.660888671875,331.98211669921875,420.2075500488281,410.2405090332031,527.29052734375,1158.91162109375,608.4200439453125,690.829833984375,2048.108154296875,433.0058898925781,289.8636169433594,1114.0313720703125,310.8074951171875,1145.9578857421875
410.53912353515625,197.4478759765625,21.868860244750977,220.64370727539062,1159.721923828125,333.9679870605469,4844.4150390625,321.5885009765625,876.558837890625,641.0353393554688,351.8743591308594,1724.34619140625,324.46685791015625,598.4833374023438,526.038818359375,1961.8720703125,381.8427734375,338.3721923828125,433.66278076171875,421.5314025878906,542.125244140625,1150.7215576171875,607.1364135742188,708.8516235351562,2077.543701171875,432.3006896972656,299.1324462890625,1133.458740234375,312.44207763671875,1120.7325439453125
417.520751953125,197.4478759765625,21.935033798217773,225.12049865722656,1168.417236328125,336.697021484375,4746.69677734375,321.5885009765625,893.6030883789062,653.7920532226562,358.91192626953125,1769.04541015625,324.46685791015625,613.8027954101562,526.038818359375,1979.60009765625,385.66119384765625,338.3721923828125,442.2088623046875,431.4110107421875,549.7609252929688,1176.6572265625,613.2975463867188,738.8876342773438,2127.119140625,442.87896728515625,299.1324462890625,1133.458740234375,314.3101806640625,1120.7325439453125
413.41387939453125,190.68472290039062,21.868860244750977,221.92276000976562,1162.9251708984375,337.0382385253906,4515.72900390625,322.6200866699219,861.9495239257812,644.2243041992188,349.5286560058594,1756.151611328125,321.29412841796875,600.0152587890625,521.5537719726562,1973.6912841796875,383.7519226074219,336.8507995605469,430.3899230957031,422.0018310546875,543.4342041015625,1163.0069580078125,602.002197265625,714.8587646484375,2079.0927734375,440.0581970214844,294.9194030761719,1116.04150390625,302.8679504394531,1122.534423828125
420.258544921875,196.69644165039062,22.1666259765625,224.4810028076172,1169.7906494140625,335.6736145019531,4589.755859375,325.9726257324219,903.3428344726562,664.9544677734375,362.8215026855469,1805.1478271484375,326.5820617675781,606.14306640625,532.4461059570312,1964.826904296875,388.66131591796875,343.54522705078125,445.84539794921875,426.9417419433594,558.9236450195312,1182.117431640625,594.5574951171875,726.8731689453125,2122.47119140625,440.0581970214844,307.5587463378906,1146.8563232421875,290.49176025390625,1127.939697265625
415.4673156738281,192.56338500976562,21.83577537536621,221.92276000976562,1149.653076171875,331.2389221191406,4506.8427734375,319.2675476074219,902.1251831054688,656.1840209960938,363.60357666015625,1774.2030029296875,321.08258056640625,603.5897827148438,527.3203125,1950.0535888671875,383.4791259765625,344.45806884765625,441.1178283691406,423.6485290527344,552.8153686523438,1206.68798828125,586.0856323242188,714.8587646484375,2096.13427734375,438.6476135253906,305.87347412109375,1148.1961669921875,289.0906982421875,1118.9306640625
417.520751953125,191.81192016601562,22.100454330444336,222.56236267089844,1169.7906494140625,333.9679870605469,4589.755859375,319.52532958984375,906.9949951171875,654.5894775390625,372.2048645019531,1769.90478515625,320.6595458984375,605.3770751953125,530.5240478515625,1970.73583984375,385.66119384765625,343.2408142089844,444.936279296875,424.35418701171875,555.43310546875,1225.7982177734375,584.2886962890625,714.8587646484375,2103.88037109375,439.3529357910156,303.3455505371094,1149.5357666015625,290.0246887207031,1127.939697265625
412.7294616699219,194.62991333007812,22.03428077697754,223.8414764404297,1174.8245849609375,333.2857360839844,4527.57275390625,316.6885986328125,908.2122802734375,667.3463134765625,365.94940185546875,1769.04541015625,318.5443420410156,619.6753540039062,522.1945190429688,1973.6912841796875,384.0246887207031,342.6323547363281,441.4815368652344,429.2939758300781,554.9967651367188,1228.5284423828125,581.7214965820312,726.8731689453125,2074.44482421875,442.87896728515625,302.50299072265625,1140.827392578125,289.55767822265625,1117.1287841796875
410.1285400390625,193.3148651123047,22.365129470825195,227.67869567871094,1178.0284423828125,334.9913330078125,4586.79541015625,316.9464416503906,906.9949951171875,672.9275512695312,364.3854675292969,1749.27490234375,318.5443420410156,625.2923583984375,511.3020324707031,1973.6912841796875,385.38836669921875,341.1108093261719,442.7542419433594,436.5861511230469,552.596923828125,1218.97314453125,584.5454711914062,732.8804931640625,2060.501708984375,447.8155212402344,303.3455505371094,1132.7889404296875,284.65386962890625,1118.9306640625
418.20526123046875,201.3931121826172,22.29896354675293,232.15550231933594,1174.366943359375,337.3793640136719,4619.36669921875,318.4937744140625,925.25634765625,691.2655639648438,375.3326721191406,1796.5523681640625,325.52447509765625,636.5267333984375,515.146484375,1982.554443359375,385.11566162109375,348.4138488769531,456.2096862792969,446.23046875,562.6324462890625,1231.2584228515625,583.0050048828125,756.9093017578125,2079.0927734375,446.4052429199219,309.2439270019531,1166.953369140625,288.6236267089844,1115.327392578125
412.7294616699219,200.26588439941406,22.530550003051758,230.2369384765625,1182.604736328125,339.4261474609375,4557.18408203125,321.0727844238281,915.5170288085938,680.9005737304688,370.6409912109375,1763.8876953125,324.25531005859375,633.2075805664062,514.5057983398438,1991.41845703125,383.7519226074219,348.4138488769531,446.2090759277344,444.11358642578125,556.0877075195312,1214.878173828125,584.2886962890625,756.9093017578125,2040.361328125,446.4052429199219,309.2439270019531,1158.244384765625,279.9836120605469,1120.7325439453125
417.520751953125,207.2169647216797,23.059907913208008,236.63233947753906,1199.0809326171875,345.2253723144531,4545.337890625,328.8094482421875,911.8646240234375,698.4414672851562,378.46044921875,1803.4288330078125,330.8124084472656,647.7611694335938,522.1945190429688,2023.9190673828125,390.29779052734375,354.8040466308594,451.4821472167969,454.93408203125,561.9778442382812,1264.019287109375,596.6111450195312,768.9237670898438,2007.826171875,454.8678894042969,317.6702575683594,1170.9722900390625,275.31329345703125,1133.34521484375
422.31182861328125,206.8412322998047,23.490005493164062,237.91139221191406,1234.321044921875,347.2720947265625,4577.91259765625,333.4514465332031,924.0391235351562,703.2251586914062,377.678466796875,1804.288330078125,334.408203125,648.2716674804688,523.4760131835938,2050.510986328125,394.6617431640625,356.9339904785156,467.8466796875,461.7557067871094,581.3939208984375,1243.5435791015625,594.8140258789062,774.9309692382812,1989.2366943359375,463.3302917480469,321.8834533691406,1190.3994140625,273.211669921875,1144.1558837890625
422.31182861328125,218.48898315429688,23.523086547851562,235.35324096679688,1259.49267578125,343.17852783203125,4545.337890625,339.1249694824219,926.47412109375,694.4547729492188,377.678466796875,1794.8331298828125,330.6008605957031,641.6333618164062,516.427978515625,2062.329345703125,395.47998046875,352.6739501953125,459.1190185546875,458.4626159667969,585.9755859375,1214.878173828125,586.5992431640625,780.9381713867188,1986.1378173828125,460.5093994140625,321.0408020019531,1175.661865234375,279.2830505371094,1129.7415771484375
421.62750244140625,213.2286834716797,23.324581146240234,232.79507446289062,1263.6114501953125,344.5431213378906,4533.4951171875,334.74090576171875,916.7345581054688,689.6708374023438,369.8591613769531,1799.9906005859375,328.6971740722656,638.5694580078125,514.5057983398438,2065.2841796875,397.9346923828125,347.5009460449219,462.0282287597656,454.93408203125,580.5215454101562,1188.9425048828125,581.2081298828125,762.9164428710938,1955.15234375,467.5617370605469,316.82769775390625,1188.3896484375,281.6181640625,1111.723388671875
416.8362121582031,207.02908325195312,23.357664108276367,227.67869567871094,1242.5589599609375,345.9076232910156,4592.71728515625,331.90411376953125,889.95068359375,665.7516479492188,369.0771789550781,1790.5347900390625,322.563232421875,630.6543579101562,510.6614074707031,2053.465576171875,398.7528076171875,341.719482421875,460.2099304199219,443.1725769042969,571.5769653320312,1213.512939453125,585.3155517578125,744.8948364257812,1953.6036376953125,465.446044921875,314.2997741699219,1179.6810302734375,282.3186950683594,1104.51611328125
414.7828369140625,205.1504364013672,24.118608474731445,231.51602172851562,1292.9022216796875,341.8140563964844,4675.62890625,332.67779541015625,871.6890258789062,678.5088500976562,369.8591613769531,1817.1824951171875,322.9862060546875,643.4205932617188,515.146484375,2071.19287109375,403.7303161621094,343.8494873046875,467.30120849609375,448.3476257324219,572.895263671875,1258.5589599609375,600.9752807617188,762.9164428710938,1921.0693359375,473.20355224609375,312.6145324707031,1183.7373046875,290.49176025390625,1106.3179931640625
425.73431396484375,206.08975219726562,24.4494571685791,237.91139221191406,1342.787353515625,347.2720947265625,4654.9013671875,340.4144287109375,891.168212890625,683.2923583984375,374.55072021484375,1858.443115234375,330.389404296875,660.78271484375,525.3981323242188,2109.603515625,410.9201354980469,349.935302734375,482.2112731933594,461.2852478027344,585.20166015625,1306.6085205078125,605.8529663085938,792.9524536132812,1976.842529296875,480.25579833984375,318.5129089355469,1200.638427734375,291.1922912597656,1140.55224609375
436.68548583984375,210.9743194580078,24.4825382232666,241.74874877929688,1351.4832763671875,350.00115966796875,4702.279296875,345.31439208984375,899.6901245117188,695.2520751953125,380.8062438964844,1911.7384033203125,337.5809326171875,666.9105834960938,533.0869750976562,2136.195068359375,416.72723388671875,357.2383728027344,489.6662292480469,467.1658630371094,604.1004028320312,1289.135986328125,615.3513793945312,804.9669799804688,2006.277587890625,488.71826171875,319.3555908203125,1227.0035400390625,300.7663269042969,1129.7415771484375
