MC.PA,OR.PA,RMS.PA,TTE.PA,SAN.PA,AIR.PA,EL.PA,SU.PA,AI.PA,KER.PA,BNP.PA,CS.PA,DG.PA,SAF.PA,RI.PA,DSY.PA,STLAP.PA,ENGI.PA,STMPA.PA,BN.PA,CAP.PA,ACA.PA,HO.PA,ORA.PA,SGO.PA,LR.PA,ML.PA,GLE.PA,VIE.PA,PUB.PA
104.98030090332031,100.33955383300781,219.41436767578125,21.73047637939453,45.457027435302734,44.71097183227539,62.41356658935547,44.13808059692383,43.45111846923828,104.42923736572266,31.09645652770996,9.948845863342285,33.170169830322266,45.55222702026367,63.31187057495117,8.171233177185059,4.964442253112793,8.135668754577637,4.596665859222412,34.33129119873047,41.30683135986328,4.807353496551514,38.24871063232422,4.882133960723877,28.273725509643555,31.636016845703125,13.29918384552002,24.28618621826172,6.989447593688965,44.769264221191406
105.42581939697266,99.47454833984375,217.61253356933594,21.66283416748047,44.941959381103516,44.86579513549805,61.8583869934082,44.26546859741211,43.59613037109375,103.4373779296875,31.68770408630371,10.060395240783691,33.680213928222656,44.99986267089844,63.04177474975586,8.218832969665527,4.985184669494629,8.128203392028809,4.636159896850586,33.896278381347656,41.47016143798828,4.933811664581299,37.798397064208984,4.8520989418029785,28.727949142456055,31.389617919921875,13.290619850158691,25.02401351928711,7.004375457763672,44.40445327758789
105.58782958984375,99.55693817138672,217.5662841796875,21.79030990600586,44.78493881225586,43.971229553222656,62.38043975830078,44.33291244506836,43.74113082885742,103.26026916503906,32.01679229736328,9.962124824523926,33.51602554321289,45.094810485839844,63.4468994140625,8.126436233520508,4.9367852210998535,8.225263595581055,4.62067174911499,33.983280181884766,41.35582733154297,4.993816375732422,37.204620361328125,4.838446140289307,28.57157325744629,31.16341209411621,13.21695613861084,25.258106231689453,7.058117866516113,44.7899169921875
108.30142211914062,101.74002075195312,221.53968811035156,22.209152221679688,43.591514587402344,44.900203704833984,62.52128982543945,45.262142181396484,44.288429260253906,104.74805450439453,32.75864791870117,10.185218811035156,35.353572845458984,45.65579605102539,64.8052749633789,7.533775329589844,4.909128189086914,8.349699974060059,4.67565393447876,34.67930603027344,42.51549530029297,5.088038921356201,38.133140563964844,4.940020561218262,29.424179077148438,31.51483917236328,13.533886909484863,25.815183639526367,7.105888366699219,45.58149719238281
108.7064437866211,101.74002075195312,222.69476318359375,22.464107513427734,44.42691421508789,45.16685485839844,63.101348876953125,45.584373474121094,45.13976287841797,104.50008392333984,33.19371795654297,10.307388305664062,35.674964904785156,46.363502502441406,65.06742095947266,7.49830961227417,4.909128189086914,8.454227447509766,4.67565393447876,34.52268981933594,42.629817962646484,5.125232219696045,38.627281188964844,4.999544620513916,30.053394317626953,32.08842086791992,13.686355590820312,26.013717651367188,7.099917411804199,46.035804748535156
108.13943481445312,106.27095794677734,222.69476318359375,22.34443473815918,45.21834182739258,45.115238189697266,63.6151123046875,45.561885833740234,45.71979904174805,105.70448303222656,32.91482162475586,10.30207633972168,35.451393127441406,45.975128173828125,65.8379898071289,7.473110198974609,4.985184669494629,8.436806678771973,4.763155937194824,34.821983337402344,43.0136604309082,5.097957134246826,38.320438385009766,4.935104846954346,29.591720581054688,32.30654525756836,13.876514434814453,26.031494140625,7.159630298614502,45.987613677978516
108.949462890625,102.81097412109375,224.12704467773438,22.677433013916016,45.249752044677734,46.10441589355469,63.8388557434082,46.693443298339844,46.1220817565918,110.52214050292969,33.65667724609375,10.47470760345459,36.31077194213867,46.56201171875,65.9571304321289,7.646706581115723,4.999013423919678,8.464181900024414,4.777869701385498,35.009910583496094,43.54448318481445,5.150027751922607,38.619319915771484,4.974971294403076,30.03105354309082,32.859928131103516,14.3339262008667,26.232988357543945,7.255171298980713,46.49699020385742
108.42294311523438,101.36931610107422,222.37135314941406,22.893354415893555,45.58893585205078,45.79476547241211,62.977046966552734,46.90326690673828,46.13611602783203,109.1760482788086,33.9411506652832,10.527824401855469,36.32475280761719,46.31172561645508,66.10806274414062,7.7316412925720215,5.047412872314453,8.491559028625488,4.772449016571045,34.828948974609375,43.887489318847656,5.234333038330078,39.0855712890625,4.980978012084961,30.52623748779297,32.87204360961914,14.924966812133789,27.468637466430664,7.2462158203125,45.2510986328125
108.05840301513672,101.69882202148438,223.0643768310547,22.893354415893555,45.431907653808594,44.839988708496094,63.673118591308594,47.053131103515625,46.552425384521484,108.077880859375,33.07658386230469,10.59687614440918,36.492435455322266,46.251304626464844,67.41878509521484,7.754039287567139,5.054327487945557,8.548798561096191,4.740699291229248,35.10735321044922,44.30398178100586,5.251689434051514,38.8504524230957,5.019751071929932,30.537399291992188,34.35448455810547,14.918113708496094,27.717544555664062,7.195457458496094,45.980735778808594
109.19245147705078,101.28692626953125,222.74095153808594,23.122283935546875,45.99092483520508,45.760353088378906,63.88856506347656,47.24797439575195,46.77695846557617,107.90078735351562,32.76980972290039,10.67124080657959,36.73697280883789,46.959014892578125,66.82301330566406,7.837106227874756,5.199527263641357,8.675724029541016,4.820460796356201,35.051673889160156,44.181488037109375,5.31367826461792,38.80661392211914,5.041050434112549,30.433155059814453,34.19695281982422,14.897552490234375,27.972375869750977,7.2462158203125,46.92375183105469
