MC.PA,OR.PA,RMS.PA,TTE.PA,SAN.PA,AIR.PA,EL.PA,SU.PA,AI.PA,KER.PA,BNP.PA,CS.PA,DG.PA,SAF.PA,RI.PA,DSY.PA,STLAP.PA,ENGI.PA,STMPA.PA,BN.PA,CAP.PA,ACA.PA,HO.PA,ORA.PA,SGO.PA,LR.PA,ML.PA,GLE.PA,VIE.PA,PUB.PA
833.1492919921875,416.6753234863281,1938.1357421875,48.83834457397461,86.14588928222656,123.52268981933594,167.06277465820312,148.0146026611328,139.5784454345703,523.5540771484375,46.878326416015625,24.270681381225586,100.18524169921875,134.61143493652344,197.64596557617188,35.82733917236328,12.657384872436523,12.066566467285156,38.265316009521484,54.475486755371094,154.78713989257812,8.732258796691895,131.108154296875,9.828039169311523,47.13032150268555,80.19287872314453,25.473384857177734,18.975595474243164,25.0433349609375,65.31560516357422
843.2196044921875,414.6922912597656,1978.41455078125,48.509796142578125,86.80193328857422,122.5767593383789,169.4170684814453,149.76019287109375,140.3023681640625,527.0889892578125,46.3269157409668,24.232812881469727,100.95915985107422,135.3094024658203,198.48741149902344,36.46028137207031,12.427125930786133,12.118642807006836,37.60076904296875,54.78376770019531,156.57656860351562,8.66527271270752,132.33880615234375,9.909191131591797,47.23133850097656,80.60624694824219,25.63286781311035,18.804527282714844,25.184127807617188,64.60137939453125
837.9446411132812,407.4373474121094,1964.5252685546875,48.53643035888672,87.90126037597656,120.31046295166016,169.45413208007812,148.03358459472656,140.25067138671875,519.5538940429688,46.03886413574219,23.685794830322266,100.03783416748047,133.0991668701172,200.91824340820312,36.033416748046875,12.341208457946777,12.273192405700684,36.721229553222656,54.71123123168945,152.66806030273438,8.561601638793945,129.45156860351562,9.866923332214355,46.652774810791016,79.23461151123047,25.570846557617188,18.41852378845215,24.524166107177734,60.9052848815918
841.0137329101562,410.5811767578125,1978.0177001953125,49.84174346923828,90.03783416748047,120.40899658203125,170.4180908203125,150.5001678466797,140.81947326660156,522.251708984375,47.64372253417969,24.287513732910156,100.49848937988281,133.4869384765625,200.54429626464844,35.832244873046875,12.64879322052002,12.224474906921387,37.6936149597168,54.75656509399414,157.70675659179688,8.821575164794922,129.07290649414062,9.838181495666504,47.846641540527344,80.02377319335938,26.075883865356445,18.966825485229492,24.937742233276367,62.86939239501953
848.3026733398438,414.30535888671875,1993.5933837890625,49.90390396118164,88.88533020019531,119.48278045654297,170.93716430664062,150.65196228027344,140.7849884033203,525.135498046875,47.97292709350586,24.730161666870117,101.19869995117188,133.23489379882812,202.7881317138672,35.59183120727539,12.727838516235352,12.323588371276855,37.83043670654297,54.83816909790039,155.11676025390625,8.882182121276855,129.35690307617188,9.844945907592773,48.186439514160156,80.30561828613281,26.058162689208984,18.966825485229492,24.87614631652832,62.74441146850586
844.3705444335938,408.88836669921875,1972.4620361328125,49.2379264831543,89.39952087402344,119.8375015258789,169.6951446533203,150.40997314453125,140.9056396484375,510.90240478515625,48.07991409301758,24.63179588317871,101.16184997558594,133.29306030273438,200.6377716064453,34.93926239013672,12.825784683227539,12.36894416809082,37.757144927978516,55.147621154785156,152.5738525390625,8.886967658996582,130.8241729736328,9.8990478515625,48.3333740234375,80.4559326171875,26.022722244262695,19.001914978027344,25.315942764282227,62.42300033569336
836.6019897460938,403.56805419921875,1944.2867431640625,49.362239837646484,87.5998306274414,119.91632843017578,170.7147216796875,150.56484985351562,139.61293029785156,503.7393493652344,47.66841125488281,24.287513732910156,100.77489471435547,134.72775268554688,199.2353515625,35.528045654296875,12.858431816101074,12.337027549743652,38.250667572021484,54.58498764038086,153.93948364257812,9.33514404296875,130.30352783203125,9.831419944763184,48.5262336730957,79.92982482910156,25.845516204833984,19.21685028076172,25.535842895507812,62.08375549316406
851.2758178710938,409.85565185546875,1973.057373046875,48.722904205322266,87.91012573242188,119.5418930053711,172.1235809326172,152.07473754882812,140.23342895507812,506.9022216796875,47.19929885864258,24.077367782592773,100.12997436523438,135.21246337890625,201.01174926757812,35.55257797241211,12.822346687316895,12.4210205078125,37.380889892578125,55.34454345703125,150.9727783203125,9.212334632873535,128.8362579345703,9.777318954467773,48.719085693359375,80.62503051757812,25.29617691040039,19.12473487854004,25.50835609436035,62.655128479003906
849.1658935546875,407.34063720703125,1959.7633056640625,49.51319122314453,88.03424072265625,121.00020599365234,172.53143310546875,153.0813751220703,141.0780029296875,507.3674011230469,48.13752746582031,24.095251083374023,100.64590454101562,135.716552734375,200.1702880859375,35.77827453613281,12.83609390258789,12.488216400146484,38.089412689208984,55.41018295288086,153.84532165527344,9.344714164733887,131.108154296875,9.77393627166748,49.14153289794922,81.07597351074219,25.739192962646484,19.352827072143555,25.389244079589844,62.2801628112793
845.0418090820312,407.4373474121094,1963.533203125,49.619754791259766,88.37113189697266,121.25639343261719,171.2523193359375,153.37173461914062,140.9112548828125,512.948974609375,48.2609748840332,24.680978775024414,100.62748718261719,135.36756896972656,200.1702880859375,36.07266616821289,12.794853210449219,12.415980339050293,37.89396286010742,55.419559478759766,153.09185791015625,9.312814712524414,131.7234649658203,9.768863677978516,49.6741828918457,81.01960754394531,25.898679733276367,19.54144287109375,25.581655502319336,61.94090270996094
840.1505126953125,405.84124755859375,1960.358642578125,48.96265411376953,88.95623779296875,124.38978576660156,172.92071533203125,153.29429626464844,140.0160675048828,508.39068603515625,48.0881462097168,24.82405662536621,101.06971740722656,138.04312133789062,199.42234802246094,35.812618255615234,12.621298789978027,12.439499855041504,38.60248565673828,55.50395584106445,151.34950256347656,9.35268783569336,132.00747680664062,9.741813659667969,48.618064880371094,80.41835021972656,25.31389808654785,19.37037467956543,25.535842895507812,62.06589126586914
838.6160278320312,401.9236145019531,1963.3348388671875,49.00705337524414,87.64415740966797,126.32106018066406,172.54995727539062,154.39768981933594,140.06874084472656,504.2044677734375,48.25274658203125,24.721220016479492,101.9173583984375,139.45846557617188,196.71102905273438,35.77336883544922,12.748457908630371,12.37230396270752,38.8223762512207,54.97883224487305,149.56005859375,9.32557487487793,132.622802734375,9.660658836364746,48.84765625,80.49349975585938,25.44361686706543,19.756378173828125,25.4442195892334,62.81583023071289
836.7937622070312,403.37457275390625,1968.0968017578125,49.45103073120117,88.53070831298828,126.91226959228516,172.75387573242188,156.9141845703125,141.56069946289062,506.8092041015625,49.083980560302734,24.810644149780273,101.51195526123047,138.8186492919922,197.55247497558594,36.774295806884766,13.011366844177246,12.177438735961914,40.21499252319336,54.81003952026367,152.33840942382812,9.41808032989502,132.81211853027344,9.577815055847168,49.99560546875,81.58328247070312,25.86057472229004,20.155542373657227,25.361757278442383,63.833595275878906
838.5200805664062,407.82427978515625,1986.6488037109375,49.83285903930664,90.09103393554688,127.3458251953125,170.01026916503906,159.3145751953125,142.98243713378906,497.7856750488281,49.25680923461914,24.828527450561523,102.1753158569336,138.76048278808594,198.20692443847656,37.2256965637207,13.253653526306152,12.175758361816406,40.591251373291016,55.09135818481445,154.55166625976562,9.46592903137207,131.7234649658203,9.569360733032227,50.877235412597656,82.59790802001953,25.93470001220703,20.33976936340332,25.89318084716797,63.92287063598633
842.2605590820312,405.0673828125,2006.490478515625,49.6552734375,88.9207992553711,126.32106018066406,170.10543823242188,160.12759399414062,142.57872009277344,504.2044677734375,50.45411682128906,24.810644149780273,101.62252044677734,138.9737548828125,199.51583862304688,38.85956573486328,13.155708312988281,12.122002601623535,40.889312744140625,54.76315689086914,155.58767700195312,9.508991241455078,132.4807891845703,9.721524238586426,50.794586181640625,82.52275085449219,25.88837242126465,20.488906860351562,25.81987953186035,64.40497589111328
800.0611572265625,399.11834716796875,1875.2376708984375,50.632041931152344,89.63002014160156,124.42919921875,167.21717834472656,158.03695678710938,140.41978454589844,489.2272033691406,50.25163269042969,24.913480758666992,101.05128479003906,135.60023498535156,198.11341857910156,38.663307189941406,13.102438926696777,12.103523254394531,40.596134185791016,54.64125061035156,153.32730102539062,9.539295196533203,129.15216064453125,9.80774974822998,50.372135162353516,81.4141845703125,25.83277702331543,21.2872314453125,25.4442195892334,64.0300064086914
