MC.PA,OR.PA,RMS.PA,TTE.PA,SAN.PA,AIR.PA,EL.PA,SU.PA,AI.PA,KER.PA,BNP.PA,CS.PA,DG.PA,SAF.PA,RI.PA,DSY.PA,STLA.PA,ENGI.PA,STM.PA,BN.PA,CAP.PA,ACA.PA,HO.PA,ORA.PA,SGO.PA,LR.PA,ML.PA,GLE.PA,VIE.PA,PUB.PA
477.20001220703125,371.04998779296875,2395.0,51.85988998413086,85.91000366210938,162.5800018310547,245.10000610351562,219.6999969482422,182.97999572753906,171.4199981689453,76.70999908447266,41.88999938964844,127.80000305175781,261.79998779296875,89.76000213623047,32.130001068115234,,19.139999389648438,,75.12000274658203,145.25,16.149999618530273,270.20001220703125,12.755000114440918,95.73365783691406,106.44999694824219,33.4900016784668,48.400001525878906,30.549999237060547,88.76942443847656
473.6000061035156,374.70001220703125,2382.0,52.20444107055664,86.7699966430664,166.44000244140625,244.6999969482422,221.6999969482422,182.0,171.39999389648438,77.22000122070312,42.130001068115234,127.5,265.0,89.86000061035156,32.43000030517578,,19.065000534057617,,74.68000030517578,146.0,16.139999389648438,272.1000061035156,12.699999809265137,96.80975341796875,107.30000305175781,32.869998931884766,48.33000183105469,30.110000610351562,89.82804107666016
476.6499938964844,384.8500061035156,2382.0,51.45627212524414,87.12000274658203,170.17999267578125,243.89999389648438,225.0500030517578,184.3000030517578,176.0,76.63999938964844,42.349998474121094,127.25,265.5,92.87999725341797,32.95000076293945,,18.934999465942383,,74.37999725341797,147.25,16.104999542236328,267.79998779296875,12.729999542236328,98.31629943847656,107.69999694824219,32.38999938964844,47.810001373291016,30.239999771118164,90.32847595214844
470.1000061035156,382.25,2340.0,51.0625,87.48999786376953,165.5,245.5,226.10000610351562,184.32000732421875,175.24000549316406,77.5,42.5,126.9000015258789,264.5,88.18000030517578,32.75,,19.295000076293945,,74.27999877929688,147.4499969482422,16.21500015258789,272.6000061035156,12.789999961853027,98.60977935791016,108.3499984741211,32.7400016784668,48.95000076293945,30.239999771118164,91.329345703125
471.25,381.3500061035156,2320.0,51.48580551147461,88.41000366210938,165.33999633789062,248.3000030517578,227.64999389648438,183.4600067138672,173.39999389648438,78.13999938964844,42.709999084472656,126.5999984741211,265.70001220703125,88.0,32.34000015258789,,19.145000457763672,,74.0999984741211,150.5,16.280000686645508,261.5,12.675000190734863,99.05000305175781,109.5999984741211,32.689998626708984,49.34000015258789,30.049999237060547,91.56031799316406
471.54998779296875,378.8999938964844,2325.0,51.51533889770508,87.47000122070312,165.5,249.3000030517578,225.3000030517578,182.77999877929688,177.74000549316406,78.48999786376953,42.38999938964844,125.8499984741211,265.70001220703125,90.77999877929688,32.33000183105469,,19.139999389648438,,73.87999725341797,150.60000610351562,16.489999771118164,259.1000061035156,12.614999771118164,99.19999694824219,109.19999694824219,32.65999984741211,49.02000045776367,30.06999969482422,91.52182006835938
474.8500061035156,382.29998779296875,2347.0,52.75572204589844,87.58999633789062,163.9199981689453,251.39999389648438,227.9499969482422,183.82000732421875,181.9199981689453,76.29000091552734,42.20000076293945,125.25,260.29998779296875,91.12000274658203,32.40999984741211,,19.114999771118164,,73.58000183105469,154.3000030517578,15.979999542236328,249.6999969482422,12.539999961853027,99.30000305175781,109.69999694824219,33.04999923706055,47.61000061035156,30.399999618530273,93.7737808227539
470.6000061035156,378.29998779296875,2360.0,52.71634292602539,86.70999908447266,163.6199951171875,250.0,223.25,184.17999267578125,180.3000030517578,76.22000122070312,42.099998474121094,125.69999694824219,259.8999938964844,89.9800033569336,31.989999771118164,,19.334999084472656,,73.0999984741211,153.5500030517578,15.895000457763672,249.1999969482422,12.574999809265137,99.36000061035156,109.25,32.65999984741211,48.0099983215332,30.649999618530273,96.0834732055664
468.8500061035156,375.75,2335.0,53.887821197509766,87.68000030517578,162.8000030517578,246.6999969482422,221.0,184.1999969482422,174.66000366210938,76.4800033569336,41.880001068115234,126.1500015258789,258.1000061035156,90.41999816894531,32.099998474121094,,19.625,,73.22000122070312,152.75,15.979999542236328,249.60000610351562,12.6899995803833,98.5199966430664,110.30000305175781,32.65999984741211,48.81999969482422,30.559999465942383,93.54280853271484
461.3999938964844,371.04998779296875,2295.0,53.94688415527344,86.80000305175781,161.5800018310547,242.0,220.4499969482422,182.8000030517578,172.5800018310547,75.27999877929688,41.619998931884766,124.6500015258789,253.1999969482422,89.69999694824219,31.68000030517578,,19.875,,72.62000274658203,150.39999389648438,15.845000267028809,250.60000610351562,12.75,95.80000305175781,109.9000015258789,32.20000076293945,48.439998626708984,30.200000762939453,91.48332214355469
467.3500061035156,370.20001220703125,2306.0,53.67124557495117,85.87999725341797,162.02000427246094,242.8000030517578,221.9499969482422,183.52000427246094,192.8800048828125,77.5,42.0,125.25,259.1000061035156,88.72000122070312,32.11000061035156,,19.78499984741211,,72.36000061035156,153.1999969482422,16.139999389648438,250.6999969482422,12.75,98.13999938964844,111.80000305175781,32.15999984741211,50.0,30.350000381469727,94.2357177734375
460.70001220703125,369.0,2294.0,54.64583206176758,84.8499984741211,160.74000549316406,240.5,221.89999389648438,182.24000549316406,185.0,75.97000122070312,41.630001068115234,124.30000305175781,259.79998779296875,88.5,31.670000076293945,,19.514999389648438,,71.66000366210938,150.1999969482422,15.885000228881836,248.1999969482422,12.744999885559082,96.73999786376953,111.1500015258789,32.16999816894531,48.029998779296875,29.90999984741211,92.13774108886719
464.04998779296875,370.0,2281.0,53.749996185302734,82.80999755859375,162.97999572753906,241.39999389648438,217.5500030517578,181.13999938964844,180.66000366210938,76.56999969482422,41.7599983215332,123.8499984741211,262.0,88.41999816894531,31.420000076293945,,19.649999618530273,,71.95999908447266,147.75,15.914999961853027,248.3000030517578,12.845000267028809,95.36000061035156,108.80000305175781,31.899999618530273,48.81999969482422,29.850000381469727,91.17536163330078
