MC.PA,OR.PA,RMS.PA,TTE.PA,SAN.PA,AIR.PA,EL.PA,SU.PA,AI.PA,KER.PA,BNP.PA,CS.PA,DG.PA,SAF.PA,RI.PA,DSY.PA,STLAP.PA,ENGI.PA,STMPA.PA,BN.PA,CAP.PA,ACA.PA,HO.PA,ORA.PA,SGO.PA,LR.PA,ML.PA,GLE.PA,VIE.PA,PUB.PA
324.8262939453125,229.42420959472656,600.1591186523438,33.4659423828125,66.13790893554688,111.81134796142578,115.71683502197266,69.22351837158203,86.49897003173828,391.9383239746094,32.19389343261719,16.471771240234375,80.33790588378906,137.3090057373047,142.55352783203125,25.029102325439453,4.763928413391113,10.263120651245117,16.866483688354492,64.934326171875,97.33452606201172,7.466584205627441,94.09690856933594,10.167654037475586,31.70587921142578,57.81252670288086,20.939502716064453,19.783187866210938,17.806425094604492,35.59585952758789
312.9102478027344,220.7095489501953,580.7991943359375,32.13337707519531,63.850460052490234,109.53182983398438,113.34246826171875,66.74056243896484,83.85035705566406,376.77569580078125,31.068134307861328,16.05399513244629,77.9044189453125,133.56027221679688,141.94190979003906,24.602581024169922,4.763928413391113,9.946338653564453,16.413726806640625,63.331825256347656,94.53158569335938,7.2184906005859375,90.8844985961914,9.93045425415039,30.46380043029785,56.62544250488281,20.204320907592773,18.979976654052734,17.197988510131836,34.21319580078125
315.4571838378906,222.5442352294922,585.6390991210938,31.74810791015625,64.26995849609375,114.1866455078125,113.79046630859375,66.37075805664062,83.85035705566406,378.2876281738281,30.786693572998047,16.03971290588379,78.43058013916016,133.27188110351562,147.9708251953125,25.096960067749023,4.763928413391113,9.908867835998535,16.523340225219727,63.57710647583008,95.209716796875,7.153918266296387,87.8773193359375,9.926915168762207,29.901588439941406,57.03293991088867,19.974956512451172,18.739009857177734,17.120973587036133,33.72611618041992
318.00408935546875,225.66314697265625,592.6087646484375,31.811729431152344,65.06145477294922,112.80744171142578,115.44804382324219,67.67387390136719,85.15789794921875,381.7867126464844,30.910964965820312,16.125411987304688,79.71309661865234,134.9540252685547,150.28627014160156,25.5137882232666,4.763928413391113,10.062151908874512,17.042821884155273,63.936851501464844,95.70701599121094,7.187905311584473,87.8594741821289,10.114548683166504,30.341764450073242,58.34404754638672,19.96676254272461,18.79121971130371,17.25189971923828,34.2053337097168
321.8245544433594,227.49781799316406,596.8679809570312,31.96372413635254,65.14061737060547,112.27108764648438,116.16482543945312,68.09649658203125,86.29782104492188,384.72418212890625,31.152198791503906,16.239675521850586,80.00906372070312,135.9152374267578,152.03378295898438,25.78521156311035,4.763928413391113,10.109838485717773,17.066652297973633,64.44377899169922,96.43035125732422,7.238882064819336,87.93085479736328,10.231378555297852,30.272035598754883,59.336238861083984,20.044586181640625,18.887603759765625,17.498355865478516,33.43544006347656
319.3230895996094,225.11273193359375,594.157470703125,31.437057495117188,65.01397705078125,112.73081970214844,115.17924499511719,66.14183807373047,84.85951232910156,379.0219421386719,30.94020652770996,16.07899284362793,78.62788391113281,133.94476318359375,150.19891357421875,25.794906616210938,4.763928413391113,9.983806610107422,16.590065002441406,63.855098724365234,94.26032257080078,7.126730442047119,88.323486328125,10.14286994934082,29.27400779724121,57.688499450683594,19.70054054260254,18.56230354309082,17.344322204589844,33.019065856933594
324.7353210449219,227.13088989257812,603.6439819335938,31.726896286010742,64.78443908691406,112.42433166503906,118.53919219970703,67.92041015625,85.7077407836914,383.5578308105469,31.060823440551758,16.032573699951172,79.48290252685547,135.00209045410156,150.5921173095703,26.134183883666992,4.763928413391113,9.902055740356445,16.81406021118164,64.55824279785156,95.16450500488281,7.130129337310791,87.4133071899414,10.174734115600586,29.491918563842773,58.042842864990234,19.815223693847656,18.650657653808594,17.44444465637207,33.16047668457031
342.7912902832031,225.02101135253906,611.3878784179688,32.020267486572266,64.83192443847656,112.9415283203125,118.71839904785156,68.92415618896484,86.70348358154297,399.6708068847656,31.938039779663086,16.250385284423828,79.8446273803711,135.2423858642578,148.88827514648438,26.18265151977539,4.763928413391113,9.997431755065918,17.080951690673828,64.28025817871094,97.06327056884766,7.296657085418701,86.57450866699219,10.259698867797852,30.716571807861328,58.16687774658203,20.187936782836914,19.269132614135742,17.62928581237793,33.40401840209961
344.0193786621094,223.09461975097656,618.9382934570312,32.812034606933594,64.94273376464844,113.86100006103516,120.33118438720703,71.10775756835938,87.99427032470703,407.6624755859375,33.44393539428711,16.882404327392578,82.37677001953125,136.5880889892578,148.7572021484375,26.812742233276367,4.763928413391113,10.239276885986328,18.28672218322754,64.77081298828125,99.54975128173828,7.626315116882324,86.36035919189453,10.48273754119873,32.15913772583008,59.938636779785156,20.724475860595703,20.285198211669922,17.860340118408203,28.55681800842285
344.9744873046875,223.64501953125,613.9046630859375,32.40554428100586,64.43617248535156,113.30548858642578,120.37596893310547,70.72034454345703,87.4041976928711,407.5328369140625,33.18076705932617,16.77885627746582,81.52175903320312,135.96328735351562,147.35919189453125,26.69641876220703,4.763928413391113,10.286966323852539,18.138980865478516,65.0160903930664,97.9222412109375,7.643307209014893,86.30681610107422,10.408390998840332,32.04146194458008,59.690582275390625,21.082855224609375,20.25307273864746,17.937355041503906,29.27172088623047
346.1114807128906,224.011962890625,617.5831298828125,32.840309143066406,65.25933837890625,114.39735412597656,121.89915466308594,71.63603973388672,87.55171203613281,419.8011779785156,34.38693618774414,17.0716552734375,81.2586669921875,136.25164794921875,146.5291290283203,26.996925354003906,4.763928413391113,10.283560752868652,18.553611755371094,65.6538314819336,99.41413116455078,7.7588582038879395,86.0212631225586,10.50751781463623,33.04384994506836,61.19658660888672,21.451473236083984,20.682790756225586,18.068283081054688,29.774511337280273
343.9283752441406,225.11273193359375,610.4197998046875,32.804962158203125,65.44137573242188,114.28242492675781,122.3023452758789,72.00585174560547,87.4041976928711,416.47491455078125,34.54045104980469,16.96810531616211,81.22579956054688,134.9540252685547,145.5679931640625,27.084165573120117,4.763928413391113,10.222246170043945,18.510711669921875,64.65635681152344,99.23329162597656,7.911792755126953,86.00341796875,10.535841941833496,32.947967529296875,61.16115188598633,21.594823837280273,20.867530822753906,18.022075653076172,29.56239891052246
