country,dataset_name,cleaned_filename,data_type,total_fs,trend_value,risk,expected_return
US,H2M,2020_08~2021_01,Train,10000000.0,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,9895968.5,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10025014.610000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,9976545.64,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10019419.170000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10129025.879999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10101072.690000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10070196.18,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10209548.5,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10251015.149999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10165942.880000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10186115.969999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10189290.32,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10174166.43,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10169422.86,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10207602.61,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10247766.030000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10276218.380000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10304019.970000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10312195.170000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10334074.849999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10429629.079999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10461903.410000004,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10414769.05,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10490138.560000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10490138.560000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10449118.129999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10460748.970000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10458730.82,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10530775.84,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10540022.41,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10489839.839999996,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10477329.420000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10481427.479999997,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10459888.130000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10461632.21,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10464216.009999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10593844.880000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10542112.170000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10624812.690000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10662969.369999997,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10718957.129999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10687351.350000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10720705.949999996,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10725920.64,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10755635.66,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10704886.670000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10762015.54,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10722902.14,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10811299.52,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10843751.969999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10830507.330000006,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10815725.100000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10883727.159999996,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10901893.079999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10956295.509999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11039697.350000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11042615.910000004,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11097542.64,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11054780.810000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11052530.519999996,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11005423.079999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11002697.43,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10999970.009999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10960781.420000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11046830.7,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11093343.530000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,10982363.190000005,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11109694.969999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11118825.010000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11122817.309999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11153690.899999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11123729.510000005,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11160679.130000003,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11093188.55,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11151669.780000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11226178.990000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11248431.480000004,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11252519.439999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11268139.579999998,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11205732.399999999,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11200400.18,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11210003.100000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11210003.100000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11218912.64,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11192183.530000001,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11221528.57,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11310281.420000002,0.24421977031152237,64181.902860135175,15674.489574658654
US,H2M,2020_08~2021_01,Train,11449339.409999996,0.24421977031152237,64181.902860135175,15674.489574658654
