country,dataset_name,cleaned_filename,data_type,total_fs,trend_value,risk,expected_return
US,M#,2019_03,Train,10000000.0,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10043657.23,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10063938.826000001,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10081979.637999997,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10085385.168000001,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10117849.849999998,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10144590.908,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10172388.04,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10172625.076000001,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10205256.350000001,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10235344.018,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10260830.888,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10259563.015999999,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10277871.118,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10315515.086,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10330894.956,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10351775.917999998,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10357781.049999997,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10399190.32,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10407638.908,2.218100735645969,9228.088080440486,20468.82895983084
US,M#,2019_03,Train,10422182.350000001,2.218100735645969,9228.088080440486,20468.82895983084
