country,dataset_name,cleaned_filename,data_type,total_fs,trend_value,risk,expected_return
US,Q2M,2014_07-09,Train,10000000.0,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10041665.810000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10056236.130000003,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10056236.130000003,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10061364.530000001,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10124001.98,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10136219.04,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10095952.869999997,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10094444.21,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10078211.29,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10122502.240000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10125530.479999997,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10211692.0,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10210590.399999999,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10204637.32,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10286034.490000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10280898.64,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10278774.150000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10261158.329999998,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10297570.89,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10273378.469999999,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10320312.75,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10362098.469999999,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10379758.469999999,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10368732.659999996,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10382678.2,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10436825.2,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10384700.64,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10388674.52,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10413763.759999998,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10446699.530000001,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10446602.490000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10498276.759999998,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10512504.600000001,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10511037.769999996,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10560520.369999997,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10565081.100000001,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10572772.260000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10531096.159999996,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10561427.969999999,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10609028.149999999,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10611875.510000002,0.5762260948650312,24989.449260710175,14399.572760326864
US,Q2M,2014_07-09,Train,10644654.839999996,0.5762260948650312,24989.449260710175,14399.572760326864
