country,dataset_name,cleaned_filename,data_type,total_fs,trend_value,risk,expected_return
US,Y2H,2019_Q3~2020_Q2,Train,10000000.0,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10023622.09,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10027767.100000001,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10027767.100000001,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10060357.384999998,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10123676.244999997,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10117965.21,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10060399.215,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10122424.71,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10196660.175,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10197045.245000001,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10219642.465,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10143068.525000002,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10156654.175000004,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10122452.68,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10113840.214999996,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10125403.759999998,0.1341080521543529,94825.49278119889,12716.862131463235
US,Y2H,2019_Q3~2020_Q2,Train,10128927.615000002,0.1341080521543529,94825.49278119889,12716.862131463235
