country,dataset_name,cleaned_filename,data_type,total_fs,trend_value,risk,expected_return
US,M2M,2022_03,Train,10000000.0,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10079516.579999998,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10115755.119999997,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10150949.32,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10174971.780000001,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10202056.149999999,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10264882.880000003,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10267042.150000002,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10331222.32,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10340271.54,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10402356.59,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10424653.25,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10453575.66,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10505517.079999998,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10531252.689999998,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10544513.82,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10612047.349999998,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10656029.64,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10672419.310000002,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10730220.84,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10718052.380000003,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10785502.27,2.307773358344829,15439.00620305337,35629.72719472712
US,M2M,2022_03,Train,10841784.670000002,2.307773358344829,15439.00620305337,35629.72719472712
